"","ID","title","description","streetaddress","city","state","amenityfeatures","type","unclear_address","Year","full.address","latitude","longitude"
"4580","MO648","Belcher's New Baths","","407 Lucas","St. Louis","MO","","Baths","Google Verified Location",1965,"407 Lucas, St. Louis, MO",38.6307753228671,-90.1875809660992
"4581","MO649","Club 115 ","","115 S. 9th","St. Louis","MO","","Bars/Clubs","Google Verified Location",1965,"115 S. 9th, St. Louis, MO",NA,NA
"4582","MO650","Gayety ","","447 Whittier ","St. Louis","MO","(*)","Bars/Clubs","Google Verified Location",1965,"447 Whittier , St. Louis, MO",38.6436390481446,-90.2466003529296
"4583","MO651","Golden Gate","(hope to regain liquor license)","3542 Olive St. ","St. Louis","MO","(C),(*)","Restaurant","Google Verified Location",1965,"3542 Olive St. , St. Louis, MO",38.6378156643421,-90.2316464311675
"4584","MO652","Bob Martin's","","1215 Olive St.","St. Louis","MO","(*)","Bars/Clubs","Google Verified Location",1965,"1215 Olive St., St. Louis, MO",38.6298357142857,-90.1978278571429
"4585","MO653","Shelly's","","3528 Olive St.","St. Louis","MO","(G),(*)","Bars/Clubs","Google Verified Location",1965,"3528 Olive St., St. Louis, MO",38.6377657762281,-90.2315309541117
"4586","MO654","Statler Hilton Hotel Bar","","9th & Washington","St. Louis","MO","(PE)","Bars/Clubs,Hotel","Verified Location",1965,"9th & Washington, St. Louis, MO",38.7359941,-90.4406977
"4587","MO655","Uncle John's Pub ","","16 N. 9th St.","St. Louis","MO","(RT)","Bars/Clubs","Google Verified Location",1965,"16 N. 9th St., St. Louis, MO",38.6266802708333,-90.1942594166667
"4588","MO656","Vet's","","1712 Madison","St. Louis","MO","(*)","Bars/Clubs","Google Verified Location",1965,"1712 Madison, St. Louis, MO",38.64496675,-90.198874
"4589","MN155","J.T's ","(TONY'S No. 2)","226 University","St. Paul","MN","","Bars/Clubs","Google Verified Location",1970,"226 University, St. Paul, MN",44.9558328,-93.1274509
"4590","MN166","DQ Lounge","","775 Front St.","St. Paul","MN","(G)","Bars/Clubs","Google Verified Location",1970,"775 Front St., St. Paul, MN",44.8453284148708,-93.0063317145857
"4591","MN167","Toni's Lounge","","226 University","St. Paul","MN","","Bars/Clubs","Google Verified Location",1970,"226 University, St. Paul, MN",44.9558328,-93.1274509
"4592","MN175","Toni's Lounge","","775 Front St","St. Paul","MN","","Bars/Clubs","Google Verified Location",1969,"775 Front St, St. Paul, MN",44.8453284148708,-93.0063317145857
"4593","MN183","Toni's ","","775 Front St","St. Paul","MN","","Bars/Clubs","Google Verified Location",1968,"775 Front St, St. Paul, MN",44.8453284148708,-93.0063317145857
"4594","MN189","Toni's  Bar","","775 Front St","St. Paul","MN","","Bars/Clubs","Google Verified Location",1966,"775 Front St, St. Paul, MN",44.8453284148708,-93.0063317145857
"4595","S586","Anchor Bar","","172 Central Ave.","St. Petersburg","FL","(M)","Bars/Clubs","Google Verified Location",1970,"172 Central Ave., St. Petersburg, FL",27.7711254845824,-82.6350657343525
"4596","S2162","Davey Jones' Locker","(Impersonator & tourists. Winter only) St. Petersburg Beach","7212 Gulf Blvd","St. Petersburg","FL","(S)","Bars/Clubs","Google Verified Location",1968,"7212 Gulf Blvd, St. Petersburg, FL",NA,NA
"4597","S2163","Davey Jones' Locker","(touristy-winters) St. Petersburg Beach
","7212 Gulf Blvd","St. Petersburg","FL","(S)","Bars/Clubs","Google Verified Location",1969,"7212 Gulf Blvd, St. Petersburg, FL",NA,NA
"4598","S2164","Davey Jones' Locker","(tourists, seasonal)","7212 Gulf Blvd. St. Petersburg Beach","St. Petersburg","FL","(S)","Bars/Clubs","Google Verified Location",1970,"7212 Gulf Blvd. St. Petersburg Beach, St. Petersburg, FL",NA,NA
"4599","S5352","Patio","","1637 4th St S","St. Petersburg","FL","(G)","Bars/Clubs","Google Verified Location",1968,"1637 4th St S, St. Petersburg, FL",27.754351,-82.638581
"4600","S5353","Patio","","1637 4th St. S. ","St. Petersburg","FL","(G)","Bars/Clubs","Google Verified Location",1969,"1637 4th St. S. , St. Petersburg, FL",27.754351,-82.638581
"4601","S5354","Patio","","1637 N. 4th St.","St. Petersburg","FL","","Bars/Clubs","Google Verified Location",1970,"1637 N. 4th St., St. Petersburg, FL",NA,NA
"4602","S6372","Sherwood","","7 1st St N","St. Petersburg","FL","(PE),(*)","Bars/Clubs","Google Verified Location",1968,"7 1st St N, St. Petersburg, FL",27.7713865510204,-82.6339004897959
"4603","S6373","Sherwood","","7 N. 1st St","St. Petersburg","FL","(*)","Bars/Clubs","Google Verified Location",1970,"7 N. 1st St, St. Petersburg, FL",27.8098632,-82.6652156
"4604","S6383","Sherwood ","","7 1st St N","St. Petersburg","FL","(PE),(*)","Bars/Clubs","Google Verified Location",1969,"7 1st St N, St. Petersburg, FL",27.7713865510204,-82.6339004897959
"4605","S6862","Ten Beach Dr. ","","10 Beach Drive","St. Petersburg","FL","(M)","Bars/Clubs","Google Verified Location",1969,"10 Beach Drive, St. Petersburg, FL",27.77142,-82.633518
"4606","S6863","Ten Beach Drive","","10 Beach Dr. N","St. Petersburg","FL","(PE)","Bars/Clubs","Google Verified Location",1965,"10 Beach Dr. N, St. Petersburg, FL",NA,NA
"4607","S6864","Ten Beach Drive","","10 Beach Drive N. ","St. Petersburg","FL","(PE)","Bars/Clubs","Google Verified Location",1966,"10 Beach Drive N. , St. Petersburg, FL",NA,NA
"4608","S6865","Ten Beach Drive","","10 Beach Dr.","St. Petersburg","FL","","Bars/Clubs","Google Verified Location",1970,"10 Beach Dr., St. Petersburg, FL",27.77142,-82.633518
"4609","S7067","Trade Winds","","233 Central Ave","St. Petersburg","FL","","Bars/Clubs","Google Verified Location",1965,"233 Central Ave, St. Petersburg, FL",27.7713897,-82.636181
"4610","S7069","Trade Winds","","233 Central Ave","St. Petersburg","FL","","Bars/Clubs","Google Verified Location",1966,"233 Central Ave, St. Petersburg, FL",27.7713897,-82.636181
"4611","S7070","Trade Winds","","233 Central Ave","St. Petersburg","FL","","Bars/Clubs","Google Verified Location",1968,"233 Central Ave, St. Petersburg, FL",27.7713897,-82.636181
"4612","S7071","Trade Winds","","233 Central Ave","St. Petersburg","FL","(M)","Bars/Clubs","Google Verified Location",1969,"233 Central Ave, St. Petersburg, FL",27.7713897,-82.636181
"4613","S7072","Trade Winds","","233 Central Ave.","St. Petersburg","FL","(M)","Bars/Clubs","Google Verified Location",1970,"233 Central Ave., St. Petersburg, FL",27.7713897,-82.636181
"4614","OK302","Campus Inn","","Inquire Locally","Stillwater","OK","(YC),(M)","Bars/Clubs","Location could not be verified. General city or location coordinates used.",1970,"Inquire Locally, Stillwater, OK",NA,NA
"4615","MA1053","Red Lion Inn","","Rt. 7","Stockbridge","MA","(M)","Hotel","Verified Location",1970,"Rt. 7, Stockbridge, MA",NA,NA
"4616","MA1090","Red Lion Inn","","Route 7","Stockbridge","MA","(M)","Hotel","Verified Location",1969,"Route 7, Stockbridge, MA",43.7859502517032,-72.6859648411895
"4617","MA1129","Red Lion Inn","","Route 7","Stockbridge","MA","(M)","Hotel","Verified Location",1968,"Route 7, Stockbridge, MA",43.7859502517032,-72.6859648411895
"4618","MA1160","Red Lion Inn","","Rte 7","Stockbridge","MA","(M)","Hotel","Verified Location",1966,"Rte 7, Stockbridge, MA",43.7859502517032,-72.6859648411895
"4619","CA3514","Ida's Inn","","2903 N Wilson Way","Stockton","CA","","Hotel","Google Verified Location",1966,"2903 N Wilson Way, Stockton, CA",37.972399,-121.276063
"4620","CA6933","Union Point Resort Bar","(weekends primarily)","12 mi W on Borden Hwy","Stockton","CA","","Bars/Clubs","Location could not be verified. General city or location coordinates used.",1965,"12 mi W on Borden Hwy, Stockton, CA",NA,NA
"4621","CA6934","Union Point Resort Bar","(weekends)","Borden Hwy","Stockton","CA","","Bars/Clubs","Location could not be verified. General city or location coordinates used.",1966,"Borden Hwy, Stockton, CA",NA,NA
"4622","IL248","Sears Cafe","","Maine St.","Stoy","IL","","Bars/Clubs","Location could not be verified. General city or location coordinates used.",1970,"Maine St., Stoy, IL",NA,NA
"4623","CA829","Blue Angel West","","12179 Ventura Blvd.","Studio City","CA","(*)","Bars/Clubs","Google Verified Location",1969,"12179 Ventura Blvd., Studio City, CA",34.1434144968613,-118.397885192744
"4624","CA830","Blue Angel West","","12179 Ventura Blvd.","Studio City","CA","(*)","Bars/Clubs","Google Verified Location",1970,"12179 Ventura Blvd., Studio City, CA",34.1434144968613,-118.397885192744
"4625","CA832","Blue Angel West","","12179 Ventura Blvd.","Studio City","CA","(*)","Bars/Clubs","Google Verified Location",1968,"12179 Ventura Blvd., Studio City, CA",34.1434144968613,-118.397885192744
"4626","CA833","Blue Angel West","","12179 Ventura Blvd","Studio City","CA","(D),(*)","Bars/Clubs","Google Verified Location",1966,"12179 Ventura Blvd, Studio City, CA",34.1434144968613,-118.397885192744
"4627","CA1604","Club Laurel","","12319 Ventura Blvd","Studio City","CA","(*),(G)","Bars/Clubs","Google Verified Location",1966,"12319 Ventura Blvd, Studio City, CA",34.1431093265306,-118.401334591837
"4628","CA1605","Club Laurel","","12319 Ventura Blvd","Studio City","CA","(G)","Bars/Clubs","Google Verified Location",1968,"12319 Ventura Blvd, Studio City, CA",34.1431093265306,-118.401334591837
"4629","CA1606","Club Laurel","","12319 Ventura Blvd.","Studio City","CA","(G)","Bars/Clubs","Google Verified Location",1965,"12319 Ventura Blvd., Studio City, CA",34.1431093265306,-118.401334591837
"4630","CA1607","Club Laurel","","12319 Ventura Blvd","Studio City","CA","(G)","Bars/Clubs","Google Verified Location",1969,"12319 Ventura Blvd, Studio City, CA",34.1431093265306,-118.401334591837
"4631","CA3243","Hayloft","(very pop. for coff. after 2 AM) ","11818 Ventura Blvd","Studio City","CA","(*),(SM)","Bars/Clubs","Google Verified Location",1969,"11818 Ventura Blvd, Studio City, CA",34.1420271313131,-118.389570777778
"4632","CA3245","Hayloft","(beer till 2, C)
","11818 Ventura Blvd","Studio City","CA","(C),(*)","Bars/Clubs","Google Verified Location",1966,"11818 Ventura Blvd, Studio City, CA",34.1420271313131,-118.389570777778
"4633","CA3246","Hayloft","Also (C) after closing","11818 Ventura Blvd.","Studio City","CA","(SM),(C),(*)","Bars/Clubs","Google Verified Location",1970,"11818 Ventura Blvd., Studio City, CA",34.1420271313131,-118.389570777778
"4634","CA3247","Hayloft","","11818 Ventura Blvd.","Studio City","CA","(*)","Bars/Clubs","Google Verified Location",1968,"11818 Ventura Blvd., Studio City, CA",34.1420271313131,-118.389570777778
"4635","CA3250","Hayloft","","11818 Ventura Blvd.","Studio City","CA","(C)","Bars/Clubs","Google Verified Location",1965,"11818 Ventura Blvd., Studio City, CA",34.1420271313131,-118.389570777778
"4636","CA3682","Jay's Club Laurel","","12319 Ventura Blvd","Studio City","CA","","Bars/Clubs","Google Verified Location",1970,"12319 Ventura Blvd, Studio City, CA",34.1431093265306,-118.401334591837
"4637","CA3704","Joani Presents","","6413 Lankershim Blvd","Studio City","CA","(S),(G),(*)","Bars/Clubs","Google Verified Location",1970,"6413 Lankershim Blvd, Studio City, CA",NA,NA
"4638","CA3797","Keith's","","11801 Ventura","Studio City","CA","(R)","Restaurant","Google Verified Location",1970,"11801 Ventura, Studio City, CA",NA,NA
"4639","CA3798","Keith's","","11801 Ventura Blvd","Studio City","CA","(R)","Restaurant","Google Verified Location",1968,"11801 Ventura Blvd, Studio City, CA",34.1421821,-118.3892075
"4640","CA3799","Keith's","","11801 Ventura Blvd.","Studio City","CA","(*)","Bars/Clubs","Google Verified Location",1965,"11801 Ventura Blvd., Studio City, CA",34.1421821,-118.3892075
"4641","CA3803","Keith's","","11801 Ventura Blvd","Studio City","CA","","Bars/Clubs","Google Verified Location",1966,"11801 Ventura Blvd, Studio City, CA",34.1421821,-118.3892075
"4642","CA3808","Keith's ","","11801 Ventura Blvd.","Studio City","CA","(R)","Restaurant","Google Verified Location",1969,"11801 Ventura Blvd., Studio City, CA",34.1421821,-118.3892075
"4643","CA3853","Kitch-Inn","","11550 Ventura Blvd","Studio City","CA","(R)","Restaurant","Google Verified Location",1968,"11550 Ventura Blvd, Studio City, CA",34.139827,-118.383716
"4644","CA3983","Lantern","","10848 Ventura Blvd","Studio City","CA","","Bars/Clubs","Google Verified Location",1969,"10848 Ventura Blvd, Studio City, CA",34.1395599,-118.3805315
"4645","CA4197","Little Log Cabin","","11522 Ventura  Blvd.","Studio City","CA","(G)","Bars/Clubs","Google Verified Location",1970,"11522 Ventura  Blvd., Studio City, CA",34.1396700833333,-118.38257725
"4646","CA4198","Little Log Cabin ","","11522 Ventura Blvd ","Studio City","CA","","Bars/Clubs","Google Verified Location",1969,"11522 Ventura Blvd , Studio City, CA",34.1396700833333,-118.38257725
"4647","CA4410","Magnolia Inn","","12136 Magnolia ","Studio City","CA","(*)","Bars/Clubs","Google Verified Location",1969,"12136 Magnolia , Studio City, CA",NA,NA
"4648","CA4411","Magnolia Inn","","12136 Magnolia ","Studio City","CA","","Bars/Clubs","Google Verified Location",1966,"12136 Magnolia , Studio City, CA",NA,NA
"4649","CA4412","Magnolia Inn","","12136 Magnolia","Studio City","CA","","Bars/Clubs","Google Verified Location",1968,"12136 Magnolia, Studio City, CA",NA,NA
"4650","CA4605","Mick","","11550 Ventura Blvd.","Studio City","CA","(R),(S)","Restaurant","Google Verified Location",1965,"11550 Ventura Blvd., Studio City, CA",34.139827,-118.383716
"4651","CA4606","Mick","","11550 Ventura Blvd","Studio City","CA","(S),(G),(R)","Restaurant","Google Verified Location",1966,"11550 Ventura Blvd, Studio City, CA",34.139827,-118.383716
"4652","CA4720","Mona's Purple Hag","","11059 Ventura Blvd.","Studio City","CA","","Bars/Clubs","Google Verified Location",1970,"11059 Ventura Blvd., Studio City, CA",34.1395599,-118.3805315
"4653","CA4954","Odair's Inn","","11550 Ventura Blvd.","Studio City","CA","(R)","Restaurant","Google Verified Location",1970,"11550 Ventura Blvd., Studio City, CA",34.139827,-118.383716
"4654","CA5013","Oil Can Harry's","","11502 Ventura Blvd.","Studio City","CA","(YC),(D),(P),(*)","Bars/Clubs","Google Verified Location",1970,"11502 Ventura Blvd., Studio City, CA",34.1394592,-118.3819008
"4655","CA5187","Palace","","11550 Ventura Blvd","Studio City","CA","(S)","Bars/Clubs","Google Verified Location",1968,"11550 Ventura Blvd, Studio City, CA",34.139827,-118.383716
"4656","CA5451","Pour Vous","","11059 Ventura Blvd ","Studio City","CA","(C),(G)","Bars/Clubs","Google Verified Location",1969,"11059 Ventura Blvd , Studio City, CA",34.1395599,-118.3805315
"4657","CA5452","Pour Vous","","11059 Ventura Blvd","Studio City","CA","(C),(G)","Bars/Clubs","Google Verified Location",1966,"11059 Ventura Blvd, Studio City, CA",34.1395599,-118.3805315
"4658","CA5453","Pour Vous","","11059 Ventura","Studio City","CA","(C),(G)","Bars/Clubs","Google Verified Location",1968,"11059 Ventura, Studio City, CA",34.1412333,-118.3715569
"4659","CA5512","Queen Mary","","12449 Ventura","Studio City","CA","(S),(*)","Bars/Clubs","Google Verified Location",1968,"12449 Ventura, Studio City, CA",34.1428669339179,-118.404092121613
"4660","CA5514","Queen Mary","","12449 Ventura Blvd.","Studio City","CA","(S),(*)","Bars/Clubs","Google Verified Location",1970,"12449 Ventura Blvd., Studio City, CA",34.1428669339179,-118.404092121613
"4661","CA5515","Queen Mary","","12449 Ventura Blvd","Studio City","CA","(S),(*)","Bars/Clubs","Google Verified Location",1966,"12449 Ventura Blvd, Studio City, CA",34.1428669339179,-118.404092121613
"4662","CA5522","Queen Mary ","","12449 Ventura Blvd ","Studio City","CA","(S),(*)","Bars/Clubs","Google Verified Location",1969,"12449 Ventura Blvd , Studio City, CA",34.1428669339179,-118.404092121613
"4663","CA6698","Topic's","","13539 Ventura Blvd.","Studio City","CA","","Bars/Clubs","Google Verified Location",1970,"13539 Ventura Blvd., Studio City, CA",34.1395599,-118.3805315
"4664","CA6818","Tropics ","","13539 Ventura Blvd ","Studio City","CA","","Bars/Clubs","Google Verified Location",1969,"13539 Ventura Blvd , Studio City, CA",34.1395599,-118.3805315
"4665","CA6970","Valli Haus","","11012 Ventura Blvd.","Studio City","CA","(*),(R)","Restaurant","Google Verified Location",1965,"11012 Ventura Blvd., Studio City, CA",34.1395599,-118.3805315
"4666","CA7283","Woodside","at Fwy","4712 Woodman","Studio City","CA","(*)","Bars/Clubs","Google Verified Location",1969,"4712 Woodman, Studio City, CA",NA,NA
"4667","NY2938","Belle Mar","","449 S. Warren","Syracuse","NY","","Bars/Clubs","Google Verified Location",1970,"449 S. Warren, Syracuse, NY",NA,NA
"4668","NY2939","Continental Room","","149 E. Onondaga","Syracuse","NY","(D),(*)","Bars/Clubs","Google Verified Location",1970,"149 E. Onondaga, Syracuse, NY",43.0638546,-76.0729823
"4669","NY2940","Jefferson-Clinton Hotel Bar","Jefferson & Clinton Sts.","","Syracuse","NY","","Bars/Clubs,Hotel","Verified Location",1970,", Syracuse, NY",43.0481221,-76.1474244
"4670","NY2941","Warren Grill","","308 S. Warren St.","Syracuse","NY","(D)","Bars/Clubs,Restaurant","Google Verified Location",1970,"308 S. Warren St., Syracuse, NY",43.0484335,-76.1509647
"4671","NY3051","Continental Room","","149 E. Onondaga","Syracuse","NY","(*)","Bars/Clubs","Google Verified Location",1969,"149 E. Onondaga, Syracuse, NY",43.0638546,-76.0729823
"4672","NY3052","Jefferson-Clinton Hotel Bar","Jefferson & Clinton Sts","","Syracuse","NY","(M)","Bars/Clubs,Hotel","Verified Location",1969,", Syracuse, NY",43.0481221,-76.1474244
"4673","NY3127","Jefferson-Clinton Hotel Bar","Jefferson & Clinton Sts","","Syracuse","NY","","Bars/Clubs,Hotel","Verified Location",1968,", Syracuse, NY",43.0481221,-76.1474244
"4674","NY3189","Zebra Room","","449 S Warren St.","Syracuse","NY","(*)","Bars/Clubs","Google Verified Location",1966,"449 S Warren St., Syracuse, NY",43.0463661852916,-76.1506865710185
"4675","NY3244","Zebra Room","","449 S Warren St.","Syracuse","NY","(*)","Bars/Clubs","Google Verified Location",1965,"449 S Warren St., Syracuse, NY",43.0463661852916,-76.1506865710185
"4676","WA027","Murphy's Cafe ","","938 Pacific Ave ","Tacoma","WA","","Bars/Clubs","Google Verified Location",1966,"938 Pacific Ave , Tacoma, WA",47.254263308642,-122.438950802469
"4677","WA044","Murphy's Cafe ","","938 Pacific Ave","Tacoma","WA","","Bars/Clubs","Google Verified Location",1968,"938 Pacific Ave, Tacoma, WA",47.254263308642,-122.438950802469
"4678","WA064","Murphy's Cafe ","","938 Pacific","Tacoma","WA","","Bars/Clubs","Google Verified Location",1969,"938 Pacific, Tacoma, WA",47.254263308642,-122.438950802469
"4679","S2107","Cypress Lounge","Floridian Hotel
","204 N Monroe","Tallahassee","FL","(M)","Bars/Clubs,Hotel","Google Verified Location",1965,"204 N Monroe, Tallahassee, FL",30.4820706,-84.3080203
"4680","S2108","Cypress Lounge","Floridian Hotel
","204 N. Monroe","Tallahassee","FL","(M)","Bars/Clubs,Hotel","Google Verified Location",1966,"204 N. Monroe, Tallahassee, FL",30.4820706,-84.3080203
"4681","S2109","Cypress Lounge","Floridian Hotel","204 N Monroe","Tallahassee","FL","(M)","Bars/Clubs,Hotel","Google Verified Location",1968,"204 N Monroe, Tallahassee, FL",30.4820706,-84.3080203
"4682","S2110","Cypress Lounge","Floridian Hotel","204 N Monroe","Tallahassee","FL","(M)","Bars/Clubs,Hotel","Google Verified Location",1969,"204 N Monroe, Tallahassee, FL",30.4820706,-84.3080203
"4683","S2111","Cypress Lounge","Floridian Hotel","204 N. Monroe","Tallahassee","FL","(M)","Bars/Clubs,Hotel","Google Verified Location",1970,"204 N. Monroe, Tallahassee, FL",30.4820706,-84.3080203
"4684","S2433","Duval Hotel Bar","","415 N. Monroe","Tallahassee","FL","(M)","Bars/Clubs,Hotel","Google Verified Location",1969,"415 N. Monroe, Tallahassee, FL",30.4820706,-84.3080203
"4685","S2434","Duval Hotel Bar","","415 N. Monroe","Tallahassee","FL","(M)","Bars/Clubs,Hotel","Google Verified Location",1970,"415 N. Monroe, Tallahassee, FL",30.4820706,-84.3080203
"4686","S4140","Le Roc Bar","","415 N Monroe","Tallahassee","FL","(M)","Bars/Clubs","Google Verified Location",1965,"415 N Monroe, Tallahassee, FL",30.4820706,-84.3080203
"4687","S4141","Le Roc Bar","","415 N Monroe","Tallahassee","FL","(M)","Bars/Clubs","Google Verified Location",1968,"415 N Monroe, Tallahassee, FL",30.4820706,-84.3080203
"4688","S4183","LeRoc Bar","","415 N. Monroe ","Tallahassee","FL","(M)","Bars/Clubs","Google Verified Location",1966,"415 N. Monroe , Tallahassee, FL",30.4820706,-84.3080203
"4689","S4278","Long Beach Bar","","W. Tennessee St.","Tallahassee","FL","","Bars/Clubs","Location could not be verified. General city or location coordinates used.",1970,"W. Tennessee St., Tallahassee, FL",30.4447478,-84.2870983
"4690","S4279","Long Branch","","","Tallahassee","FL","(*)","Bars/Clubs","Location could not be verified. General city or location coordinates used.",1968,", Tallahassee, FL",30.4380832,-84.2809332
"4691","S4280","Long Branch","","","Tallahassee","FL","","Bars/Clubs","Location could not be verified. General city or location coordinates used.",1969,", Tallahassee, FL",30.4380832,-84.2809332
"4692","S458","Adonis","","1100 Florida Ave.","Tampa","FL","(C),(YC)","Bars/Clubs","Google Verified Location",1970,"1100 Florida Ave., Tampa, FL",27.9529744,-82.4508736
"4693","S1488","Carousel","","1806 W Platt St","Tampa","FL","(*)","Bars/Clubs","Google Verified Location",1965,"1806 W Platt St, Tampa, FL",27.9417753673469,-82.4780350816327
"4694","S1489","Carousel","","1806 W. Platt St","Tampa","FL","(*)","Bars/Clubs","Google Verified Location",1966,"1806 W. Platt St, Tampa, FL",27.9417753673469,-82.4780350816327
"4695","S1490","Carousel","","1806 W Platt St","Tampa","FL","(*)","Bars/Clubs","Google Verified Location",1968,"1806 W Platt St, Tampa, FL",27.9417753673469,-82.4780350816327
"4696","S1491","Carousel","","1806 W. Platt St.","Tampa","FL","(*),(YC),(D)","Bars/Clubs","Google Verified Location",1970,"1806 W. Platt St., Tampa, FL",27.9417753673469,-82.4780350816327
"4697","S1499","Carousel ","","1806 W. Platt St","Tampa","FL","(YC),(*)","Bars/Clubs","Google Verified Location",1969,"1806 W. Platt St, Tampa, FL",27.9417753673469,-82.4780350816327
"4698","S2080","Cucujo's","","1725 W. Kennedy ","Tampa","FL","(G),(M)","Bars/Clubs","Google Verified Location",1970,"1725 W. Kennedy , Tampa, FL",27.9447843076923,-82.4779792307692
"4699","S2099","Cujojo's","","1725 W. Kennedy","Tampa","FL","(G),(M)","Bars/Clubs","Google Verified Location",1969,"1725 W. Kennedy, Tampa, FL",27.9447843076923,-82.4779792307692
"4700","S3731","Jimmy White's","","1725 W Kennedy","Tampa","FL","(G)","Bars/Clubs","Google Verified Location",1965,"1725 W Kennedy, Tampa, FL",27.9447843076923,-82.4779792307692
"4701","S3732","Jimmy White's","","1725 W Kennedy","Tampa","FL","(G)","Bars/Clubs","Google Verified Location",1968,"1725 W Kennedy, Tampa, FL",27.9447843076923,-82.4779792307692
"4702","S3733","Jimmy White's ","","1725 W. Kennedy ","Tampa","FL","(G)","Bars/Clubs","Google Verified Location",1966,"1725 W. Kennedy , Tampa, FL",27.9447843076923,-82.4779792307692
"4703","S3892","Kikiki","","723 Morgan","Tampa","FL","(*)","Bars/Clubs","Google Verified Location",1965,"723 Morgan, Tampa, FL",27.9510478367347,-82.4564054081633
"4704","S3893","Kikiki","","723 Morgan","Tampa","FL","(*)","Bars/Clubs","Google Verified Location",1966,"723 Morgan, Tampa, FL",27.9510478367347,-82.4564054081633
"4705","S3894","Kikiki","","723 Morgan","Tampa","FL","(*)","Bars/Clubs","Google Verified Location",1968,"723 Morgan, Tampa, FL",27.9510478367347,-82.4564054081633
"4706","S3895","Kikiki","","723 Morgan","Tampa","FL","(*)","Bars/Clubs","Google Verified Location",1969,"723 Morgan, Tampa, FL",27.9510478367347,-82.4564054081633
"4707","S3896","Kikiki","","723 Morgan","Tampa","FL","(*)","Bars/Clubs","Google Verified Location",1970,"723 Morgan, Tampa, FL",27.9510478367347,-82.4564054081633
"4708","S5103","Ohio","","","Tampa","FL","(M)","Bars/Clubs","Verified Location",1965,", Tampa, FL",27.9477595,-82.458444
"4709","S5104","Ohio","","","Tampa","FL","(M)","Bars/Clubs","Verified Location",1966,", Tampa, FL",27.9477595,-82.458444
"4710","S5105","Ohio","","","Tampa","FL","(M),(RT)","Bars/Clubs","Verified Location",1968,", Tampa, FL",27.9477595,-82.458444
"4711","S5106","Ohio","","","Tampa","FL","(M),(RT)","Bars/Clubs","Verified Location",1969,", Tampa, FL",27.9477595,-82.458444
"4712","S5107","Ohio","","Tampa & Polk","Tampa","FL","(M),(RT)","Bars/Clubs","Verified Location",1970,"Tampa & Polk, Tampa, FL",27.95178975,-82.4565210790566
"4713","CA2221","Dusty Trails","","18641 Ventura Blvd.","Tarzana","CA","","Bars/Clubs","Google Verified Location",1965,"18641 Ventura Blvd., Tarzana, CA",34.170302,-118.539575172414
"4714","CA2222","Dusty Trails","","18641 Ventura Blvd","Tarzana","CA","","Bars/Clubs","Google Verified Location",1966,"18641 Ventura Blvd, Tarzana, CA",34.170302,-118.539575172414
"4715","CA2223","Dusty Trails","","18641 Ventura Blvd","Tarzana","CA","","Bars/Clubs","Google Verified Location",1968,"18641 Ventura Blvd, Tarzana, CA",34.170302,-118.539575172414
"4716","CA2224","Dusty Trails ","","18641 Ventura Blvd ","Tarzana","CA","","Bars/Clubs","Google Verified Location",1969,"18641 Ventura Blvd , Tarzana, CA",34.170302,-118.539575172414
"4717","IN519","Meg's","","1801 Wabash","Terre Haute","IN","","Bars/Clubs","Google Verified Location",1970,"1801 Wabash, Terre Haute, IN",39.4881318612704,-87.3053546235908
"4718","IN520","Poplar St. Bar","","1430 Poplar","Terre Haute","IN","(M),(*)","Bars/Clubs","Google Verified Location",1970,"1430 Poplar, Terre Haute, IN",39.4629791871815,-87.3944013551496
"4719","IN521","T's Lounge","","801 Wabash","Terre Haute","IN","(M)","Bars/Clubs","Google Verified Location",1970,"801 Wabash, Terre Haute, IN",39.46641,-87.405573
"4720","IN543","Meg's","","1801 Wabash","Terre Haute","IN","","Bars/Clubs","Google Verified Location",1969,"1801 Wabash, Terre Haute, IN",39.4881318612704,-87.3053546235908
"4721","IN544","Poplar St. Bar","","1430 Poplar","Terre Haute","IN","(M),(*)","Bars/Clubs","Google Verified Location",1969,"1430 Poplar, Terre Haute, IN",39.4629791871815,-87.3944013551496
"4722","IN545","T's Lounge","","801 Wabash","Terre Haute","IN","(M)","Bars/Clubs","Google Verified Location",1969,"801 Wabash, Terre Haute, IN",39.46641,-87.405573
"4723","IN571","Meg's","","1801 Wabash","Terre Haute","IN","","Bars/Clubs","Google Verified Location",1968,"1801 Wabash, Terre Haute, IN",39.4881318612704,-87.3053546235908
"4724","IN572","Poplar St. Bar","","1430 Poplar","Terre Haute","IN","(M),(*)","Bars/Clubs","Google Verified Location",1968,"1430 Poplar, Terre Haute, IN",39.4629791871815,-87.3944013551496
"4725","IN573","T's Lounge","","801 Wabash","Terre Haute","IN","(M)","Bars/Clubs","Google Verified Location",1968,"801 Wabash, Terre Haute, IN",39.46641,-87.405573
"4726","IN591","Meg's","","1801 Wabash","Terre Haute","IN","(G)","Bars/Clubs","Google Verified Location",1966,"1801 Wabash, Terre Haute, IN",39.4881318612704,-87.3053546235908
"4727","IN592","Club Idaho","","719 Hulman","Terre Haute","IN","","Bars/Clubs","Google Verified Location",1966,"719 Hulman, Terre Haute, IN",39.4481716326531,-87.4066969183673
