ID2,title,description,streetaddress,city,state,amenityfeatures,type,unclear_address,unclear type or question,notes,Year,Last Modified
4790,Odyssey II ,"(Disco) (Some Hustlers), an alley off 16th  ",1526 Delancy ,Philadelphia,PA,(D),Bars/Clubs,,,,1986,4/12/2022 6:00pm
4791,Oliver's Bar & Disco ,,2121 Arch St. ,Philadelphia,PA,,Bars/Clubs,,,,1986,4/12/2022 6:00pm
4792,Paper Moon ,"(Cards, etc.) ",329 South St. ,Philadelphia,PA,,Book Store,,,,1986,4/12/2022 6:00pm
4793,Parents of Gays ,,"P.O. Box 15711, Phila., PA 19103 ",Philadelphia,PA,,Organization,checked,,,1986,4/12/2022 6:00pm
4794,Philadelphia Gay News ,(Publication) (215) 625-8501,254 S. 11th St.,Philadelphia,PA,,Publication,,,,1986,4/12/2022 6:00pm
4795,Pleasure Chest ,"(Leather, 'toys', erotica, etc.*) ",2039 Walnut St. ,Philadelphia,PA,(*),Erotic Shop,,,,1986,4/12/2022 6:00pm
4796,Post ,,1705 Chancellor St.,Philadelphia,PA,"(SM),(W),(WE),(*)",Bars/Clubs,,,,1986,4/12/2022 6:00pm
4797,Quincy's Bar & R,,1314 Walnut St. ,Philadelphia,PA,"(R),(*)","Bars/Clubs,Restaurant",,,,1986,4/12/2022 6:00pm
4798,Raffles ,(Disco) (Upstairs) ,243 S. Camac,Philadelphia,PA,"(E),(R),(D),(*)","Restaurant,Bars/Clubs",,,,1986,4/12/2022 6:00pm
4799,Sansom St. Cinema ,,120 S. 13th St. ,Philadelphia,PA,,Theatre,,,,1986,4/12/2022 6:00pm
4800,Sealed With a Kiss,(Gifts & cards) ,137 S. 13th St. ,Philadelphia,PA,,Book Store,,,,1986,4/12/2022 6:00pm
4801,Seasons Again,,1308 Drury Lane ,Philadelphia,PA,,Bars/Clubs,,,off 13th ,1986,4/12/2022 6:00pm
4802,Smart Place ,(Disco) ,922 Arch St.,Philadelphia,PA,"(B),(D)",Bars/Clubs,,,,1986,4/12/2022 6:00pm
4803,SMC Club ,,1215 Walnut St. ,Philadelphia,PA,,Bars/Clubs,,,,1986,4/12/2022 6:00pm
4804,Sneakers ,,7 N. 3rd St. ,Philadelphia,PA,"(*),(L),(D)",Bars/Clubs,,,,1986,4/12/2022 6:00pm
4805,Stalls ,Above 247 Bar,,Philadelphia,PA,"(C&W),(SM),(*)",Bars/Clubs,checked,,,1986,4/12/2022 6:00pm
4806,Spruce St. Video,,1201 Spruce St.,Philadelphia,PA,,Theatre,,,,1986,4/12/2022 6:00pm
4807,Swan Club ,,5727 N. Broad St. ,Philadelphia,PA,,Bars/Clubs,,,,1986,4/12/2022 6:00pm
4808,Titan Room Books,,1919 Markets St. ,Philadelphia,PA,,Book Store,,,,1986,4/12/2022 6:00pm
4809,Tom Cat Book Store,(Downstairs) (Cruisy) (24 hrs.) ,120 S. 13th St.,Philadelphia,PA,(*),"Book Store,Cruising Areas",,,,1986,6/7/2022 1:28pm
4810,Twenty-Four Club,(Disco) at D.C.A>,,Philadelphia,PA,"(L),(D),(*)",Bars/Clubs,checked,,,1986,6/7/2022 2:20pm
4811,Two-Forty-Seven Bar,(Cruisy) (Good Afternoons),247 S. 17th St. ,Philadelphia,PA,"(*),(W)","Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:28pm
4812,Uncles ,,1220 Locust St.,Philadelphia,PA,(R),Restaurant,,,,1986,4/12/2022 6:00pm
4813,Venture Inn,,255 S. Camac,Philadelphia,PA,"(R),(*)",Restaurant,,,,1986,4/12/2022 6:00pm
4814,Westbury Hotel Bar,('Mixed bag') ,217 S. 15th St.,Philadelphia,PA,,"Bars/Clubs,Hotel",,,,1986,6/7/2022 2:01pm
4815,Wild West Book Shop ,(24 hrs.) (Upstairs) ,942 Market St. ,Philadelphia,PA,"(*),(F&S)",Book Store,,,,1986,4/12/2022 6:00pm
4816,Woody's ,(Good days) (Lunch*) ,202 S. 13th St. ,Philadelphia,PA,"(R),(*)",Restaurant,,,,1986,4/12/2022 6:00pm
4817,Center City ,Most anywhere,,Philadelphia,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4818,Spruce St. ,from Broad to Judy Garland Park (25th St.) ,,Philadelphia,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4819,U. of PA,Houston Hall (Basement) ,,Philadelphia,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4820,Chief John's ,"T-Room on I-80, exit 21",,Philipsburg,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4821,'Rest Stop' ,on Hwy. 322 betw. Philipsburg & Port Matilda,,Philipsburg,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4822,Public Park ,"& hiking area off I-81E, exit 34 ",,Pine Grove,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4823,'Rest Stop' ,"& woods behind I-81, betw. exits 31 & 32",,Pine Grove,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4824,Swatara Falls,,,Pine Grove,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4825,Truck Stop,"I-81, exit 31",,Pine Grove,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4826,Arena Health Club ,(IGHC Baths) ,2025 Forbes Ave. ,Pittsburgh,PA,"(IGHC),(P),(*)",Bathhouses,,,,1986,4/12/2022 6:00pm
4827,Boulevard Book Store,,346 Blvd. of Allies,Pittsburgh,PA,,Book Store,,,,1986,4/12/2022 6:00pm
4828,Brewery ,,,Pittsburgh,PA,"(N),(PT)",Bars/Clubs,checked,,Liberty & Herron ,1986,4/12/2022 6:00pm
4829,Crossover Lounge ,"(Some W, SM) (Cruisy) (N. side of West End Bridge) ",1241 Western Ave. ,Pittsburgh,PA,"(W),(SM),(*)","Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:26pm
4830,Dignity/Pittsburgh ,(Catholics) ,"Box 362, Pittsburgh 15230 ",Pittsburgh,PA,,Religious Institution,checked,,,1986,6/7/2022 12:33pm
4831,Gayline ,"(Mon., Wed., Fri. 6-9; Sat. 1-3) (412) 683-9422, 243-4522",,Pittsburgh,PA,,Hotline,checked,,,1986,4/12/2022 6:00pm
4832,G&P News ,(Books) ,943 Liberty ,Pittsburgh,PA,,Book Store,,,,1986,4/12/2022 6:00pm
4833,Golden Triangle News,,816 Liberty ,Pittsburgh,PA,,Book Store,,,,1986,4/12/2022 6:00pm
4834,Hide Park Leather Pittsburgh Trucking Co. ,,,Pittsburgh,PA,,Business,checked,,,1986,4/12/2022 6:00pm
4835,Holiday Bar,(Cruisy) ,4620 Forbes Ave. ,Pittsburgh,PA,"(*),(W),(YC)","Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:26pm
4836,Jackson's ,,1241 Penn Ave. ,Pittsburgh,PA,"(R),(*)",Restaurant,,,,1986,4/12/2022 6:00pm
4837,M.C.C. ,(May be moving),4401 5th Ave. ,Pittsburgh,PA,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
4838,Norreh Social Club ,(Cruisy) (Main floor has R) (2nd floor has Some L) ('Basement 'Rathskeller' has some SM) (Open til 3am) ,1226 Herron Ave.,Pittsburgh,PA,"(P),(*),(R),(L),(SM)","Bars/Clubs,Restaurant,Cruising Areas",,,,1986,6/7/2022 1:27pm
4839,Out ,(Publication) Suite 201 (412) 243-3341,,Pittsburgh,PA,,Publication,checked,,,1986,4/12/2022 6:00pm
4840,Pegasus Lounge ,(Disco) (Occ. S) ,818 Liberty Ave. ,Pittsburgh,PA,"(*),(D),(E)",Bars/Clubs,,,,1986,4/12/2022 6:00pm
4841,Persad ,(Counseling & info) (412) 441-0857,,Pittsburgh,PA,,"Community Center/ Support Group,Hotline",checked,,,1986,6/7/2022 12:46pm
4842,Pittsburgh Trucking Co. ,(Macho) (Disco) ,730 River Ave. ,Pittsburgh,PA,"(D),(*)",Bars/Clubs,,,,1986,4/12/2022 6:00pm
4843,Players ,(Homestead) ,430 E. 8th Ave.,Pittsburgh,PA,,Bars/Clubs,,,,1986,4/12/2022 6:00pm
4844,Schume's Liberty Baths,,917 Liberty Ave. ,Pittsburgh,PA,(OC),Bathhouses,,,,1986,4/12/2022 6:00pm
4845,Shawn's ,,1209 5th Ave.,Pittsburgh,PA,"(L),(D)",Bars/Clubs,,,,1986,4/12/2022 6:00pm
4846,Southside Johnny's Saloon ,(Southside) ,2200 E. Carson ,Pittsburgh,PA,,Bars/Clubs,,,,1986,4/12/2022 6:00pm
4847,Tender Trap,(Some L) (Shadyside) ,229 S. Highland Ave.,Pittsburgh,PA,"(L),(N),(D)",Bars/Clubs,,,,1986,4/12/2022 6:00pm
4848,Travelers Club,,6525 Hamilton Ave. ,Pittsburgh,PA,"(P),(R)",Restaurant,,,(E. Liberty) ,1986,4/12/2022 6:00pm
4849,Tilden II ,(Disco) ,6525 Hamilton Ave. ,Pittsburgh,PA,"(D),(M)",Bars/Clubs,,,(E. Liberty) ,1986,4/12/2022 6:00pm
4850,Wildsisters ,,,Pittsburgh,PA,"(L),(R)",Restaurant,checked,,27th & Jane,1986,4/12/2022 6:00pm
4851,Zack's Fourth Ave.,(Disco) (D-Main floor)  ,333 4th Ave. ,Pittsburgh,PA,"(D),(R),(*)","Bars/Clubs,Restaurant",,,,1986,4/12/2022 6:00pm
4852,David's Den & Basement,(Some OC) (Video) ,333 4th Ave. ,Pittsburgh,PA,"(OC),(PT)",Theatre,,,,1986,4/12/2022 6:00pm
4853,Allegheny River Blvd. ,'Rest Stop' ,,Pittsburgh,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4854,International Airport ,T-Room nr. UAL,,Pittsburgh,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4855,Kaufmann's Dept. Store,10th & 11th floor,,Pittsburgh,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4856,Mellon Square ,,,Pittsburgh,PA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4857,Penn Ave. ,nr. Bus Depot,,Pittsburgh,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4858,Schenley Park ,Overlook Dr. nr. Schenley Oval & Prospect Dr. turnabout (Days) (Summers) ,,Pittsburgh,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4859,Shady Side,,,Pittsburgh,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4860,Triangle News,(Cruisy back room) ,800 blk. Liberty ,Pittsburgh,PA,Cruisy Area,"Cruising Areas,Book Store",checked,,,1986,6/7/2022 2:07pm
4861,U. of PA ,Cathedral of Learning 2nd & 3rd floor T-Rooms (Fuzz) ,,Pittsburgh,PA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4862,Bartonsville Books,(Cruisy) I-80 & Hwy 33,,Pocono Mts.,PA,,"Book Store,Cruising Areas",checked,,,1986,6/7/2022 1:24pm
4863,Blue Bugle ,,724 Main St. ,Stroudsburg,PA,"(R),(D),(WE)","Restaurant,Bars/Clubs",,,,1986,4/12/2022 6:00pm
4864,Rainbow Mtn. Resort ,(Disco) (717) 223-8484,,Pocono Mts.,PA,"(H),(R),(D),(*)","Restaurant,Hotel,Bars/Clubs",checked,,,1986,4/12/2022 6:00pm
4865,Adult Books Store ,on Hwy. 611 nr. Bartonsville exit ,,Pocono Mts.,PA,(F&S),"Cruising Areas,Book Store",checked,,,1986,6/7/2022 12:56pm
4866,'Rest Stop' ,&paths in woods on I-80W nr. Bartonsville exit,,Pocono Mts.,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4867,Glass Door ,"(Some M, L, B) (Disco) (Cl. Sun.) ",221 N. 5th St. ,Reading,PA,"(M),(L),(B),(*),(D)",Bars/Clubs,,,,1986,4/12/2022 6:00pm
4868,Nostalgia ,,1101 N. 9th St. ,Reading,PA,(L),Bars/Clubs,,,,1986,4/12/2022 6:00pm
4869,Red Star ,"(Cruisy) (Some W, SM) (Disco) ",11 S. 10th St. ,Reading,PA,"(W),(SM),(D),(R),(*)","Restaurant,Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:28pm
4870,Scarab ,"(Disco) (Some YC, L) ",724 Franklin ,Reading,PA,"(D),(YC),(L),(PT),(R),(*)","Restaurant,Bars/Clubs",,,,1986,4/12/2022 6:00pm
4871,This Is It,(WE*) ,801 Walnut ,Reading,PA,"(WE),(*),(R)",Restaurant,,,,1986,4/12/2022 6:00pm
4872,Walnut St. ,betw. Glass Door & This Is It,,Reading,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4873,Penn Beaver Hotel Bar,,,Rochester,PA,(M),"Bars/Clubs,Hotel",checked,,Brighton & Washington ,1986,6/7/2022 2:01pm
4874,Brandy's Run Park,,,Rochester,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4875,Paradise Cove Hotel ,"(Disco) (Fri. men, Sat. L, Sun. all) Rt. 66 N. of Leechburg on Schenley Rd.",,Schenley,PA,"(H),(R),(PT),(YC),(D),(*)","Restaurant,Hotel,Bars/Clubs",checked,,,1986,4/12/2022 6:00pm
4876,Jimmy the Greek ,(Disco) ,223 Lackawanna ,Scranton,PA,"(*),(D)",Bars/Clubs,,,,1986,4/12/2022 6:00pm
4877,The Late Show ,(Adult books) ,226 Lacawanna ,Scranton,PA,,Book Store,,,,1986,4/12/2022 6:00pm
4878,Archibald St. Park ,"Eynor, Pa. ",,Scranton,PA,"Cruisy Area,(*)",Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4879,Court House Square,,,Scranton,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4880,'Rest Stop' ,& paths in woods 15 mi. S. on I-380,,Scranton,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4881,'Rest Stop',on Hwy. 15N,,Shamokin Dam,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4882,Rainbow Bar ,Inquire locally ,,Shawnee-On-The-Delaware,PA,,Bars/Clubs,checked,,,1986,4/12/2022 6:00pm
4883,Gay & Lesbian Switchboard ,(6-9pm) (814) 237-1950,,State College,PA,,Hotline,checked,,,1986,4/12/2022 6:00pm
4884,Gay Men's Alliance ,,"P.O. Box 545, S.C. 16804 ",State College,PA,,Organization,checked,,,1986,6/7/2022 12:39pm
4885,Mr. C's ,(Disco) (Best on Mon.) ,112 W. College ,State College,PA,"(M),(YC),(D)",Bars/Clubs,,,,1986,4/12/2022 6:00pm
4886,Nittany News ,(Books) ,108 W. College Ave. ,State College,PA,,Book Store,,,,1986,4/12/2022 6:00pm
4887,Skytop Book Store,6 mi. S. on Rt. 220 ,,State College,PA,,Book Store,checked,,,1986,4/12/2022 6:00pm
4888,Penn St. ,Hetzel Union Bldg. Main floor T-Room  'Fuzz',,State College,PA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4889,'The Wall' ,100 block of College Ave.,,State College,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4890,Willard Bldg. ,3rd floor T-Room,,State College,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4891,Laurel Mall ,T-Rooms ,,Uniontown,PA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4892,"near Greyhound Bus Depot, ",,,Uniontown,PA,Cruisy Area,Cruising Areas,checked,,South & Church Sts. ,1986,4/12/2022 6:00pm
4893,Court House Wall ,(Late night) ,,West Chester,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4894,W. Chester Pike ,(Rte 3) Hitch-hikers bet. here and Phila ,,West Chester,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4895,Dignity ,,"P.O. Box 1544, W-B 18703 ",Wilkes-Barre,PA,,Religious Institution,checked,,,1986,6/7/2022 12:33pm
4896,'Rest Stop' ,on Rt. 11-12 mi. S. ,,Wilkes-Barre,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4897,Wyoming Valley Mall ,T-Room,,Wilkes-Barre,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4898,Old Corner Hotel ,"(Some YC, L) (Disco) (Wed., Fri., Sat. only*) ",328 Court St. ,Williamsport,PA,"(YC),(L),(D),(*)","Bars/Clubs,Hotel",,,at Willow,1986,6/7/2022 2:01pm
4899,Genetti-Lycoming Hotel ,basement T-Room,,Williamsport,PA,Cruisy Area,"Cruising Areas,Hotel",checked,,,1986,6/7/2022 2:00pm
4900,'Rest Stop' ,& hill behind- Rt. 15 S. of town,,Williamsport,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4901,Atland's Ranch ,(Disco) (Sun. only*) 10 mi. W. on Rt. 30,,York,PA,"(S),(E),(D),(*)",Bars/Clubs,checked,,,1986,4/12/2022 6:00pm
4902,Cupid's Connection Adult Boutique ,(Cruisy) ,244 N. George St. ,York,PA,,"Erotic Shop,Cruising Areas",,,,1986,6/7/2022 1:26pm
4903,14 Karat ,,718 Market St. ,York,PA,,Bars/Clubs,,,,1986,4/12/2022 6:00pm
4904,100 block ,of Duke & Queen Sts. ,,York,PA,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:00pm
4905,Swingers Book Store,,,York,PA,Cruisy Area,"Cruising Areas,Book Store",checked,,,1986,6/7/2022 2:06pm
4906,Marti's ,,174 Railroad St. ,Central Falls,RI,"(L),(D)",Bars/Clubs,,,,1986,4/12/2022 6:00pm
4907,Goddard Park ,Boardwalk,,East Greenwich,RI,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:19pm
4908,David's 28 Prospect Hill ,(Disco) (Cruisy patio) ,28 Prospect Hill ,Newport,RI,"(D),(*)","Bars/Clubs,Cruising Areas",,,off Thames nr. P.O. ,1986,6/7/2022 1:31pm
4909,Raffles ,(Disco) ,3 Farewell St. ,Newport,RI,"(D),(*)",Bars/Clubs,,,,1986,4/12/2022 6:19pm
4910,'First Beach' ,in front of concession stands,,Newport,RI,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:19pm
4911,Purgatory Chasm ,Tuckerman Ave. (Middletown) ,,Newport,RI,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:19pm
4912,Book Cave,(Peeps) ,115 Empire St. ,Providence,RI,,Book Store,,,,1986,4/12/2022 6:19pm
4913,Cabana ,(Disco) ,681 Valley ,Providence,RI,"(L),(D)",Bars/Clubs,,,,1986,4/12/2022 6:19pm
4914,Club Providence Baths & Health Club ,,257 Weybosset ,Providence,RI,(CBC),Bathhouses,,,,1986,4/12/2022 6:19pm
4915,Club Slades ,"(Some OC, B) ",45 Eddy St. ,Providence,RI,"(OC),(B),(RT)",Bars/Clubs,,,,1986,4/12/2022 6:19pm
4916,40 East ,(Disco) (Cruisy) (Game room) (Other side-E),570 S. Main ,Providence,RI,"(*),(YC),(D),Cruisy Area,(E)","Bars/Clubs,Cruising Areas",checked,,at Tockwotton,1986,6/7/2022 2:11pm
4917,Intown ,,95 Eddy St. ,Providence,RI,"(E),(*)",Bars/Clubs,,,,1986,4/12/2022 6:19pm
4918,La Boheme ,('Gold Coin') (Some OC) (Cruisy) ,79 Dorrance ,Providence,RI,"(*),(OC),(E)","Bars/Clubs,Cruising Areas",,,at Weybosset,1986,6/7/2022 1:26pm
4919,M.C.C. ,,5 Junction St. ,Providence,RI,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
4920,No Name ,"(Some YC, L) (Disco) ",123 Weybosset,Providence,RI,"(YC),(L),(D)",Bars/Clubs,,,,1986,4/12/2022 6:19pm
4921,Sebastian's ,,123 Empire ,Providence,RI,"(OC),(V)",Theatre,,,at Washington,1986,4/12/2022 6:19pm
4922,VIP Cinema,,,Providence,RI,,Theatre,checked,,Westminster St. ,1986,4/12/2022 6:19pm
4923,Y.M.C.A,(Cruisy gym) ,160 Broad St. ,Providence,RI,"(M),(H)","Hotel,Gym,Cruising Areas",,,,1986,6/7/2022 1:32pm
4924,Yukon Trading Co. ,"(Some W, SM) (D-WE) ",124 Snow St. ,Providence,RI,"(W),(SM),(D),(WE),(*)",Bars/Clubs,,,nr. Weybosset,1986,4/12/2022 6:19pm
4925,Bus Station,,,Providence,RI,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,4/12/2022 6:19pm
4926,R.R. Station,,,Providence,RI,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,4/12/2022 6:19pm
4927,Gano St. ,('River Road') ,,Providence,RI,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:19pm
4928,Misquamicut St. Beach ,40 mi. S.W. nr. Westerly ,,Providence,RI,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:19pm
4929,Moonstone Beach,Right side- 5 mi. N. of Misquamicut Beach ,,Providence,RI,"Cruisy Area,(AYOR),(BA)",Cruising Areas,checked,,,1986,4/12/2022 6:19pm
4930,Malley Dept. Store ,2nd floor T-Room,,Providence,RI,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,4/12/2022 6:19pm
4931,Prospect Park ,,,Providence,RI,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:19pm
4932,River Road ,off Blackstone- East Side,,Providence,RI,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:19pm
4933,Roger Williams Park ,boathouse & parking area to nature trail ,,Providence,RI,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:19pm
4934,Thayer St.,(nr. Brown U.) ,,Providence,RI,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:19pm
4935,Westminster Mall ,,,Providence,RI,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:19pm
4936,Weybosset St. ,,,Providence,RI,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:19pm
4937,The Loft Farnum Pike ,,,Smithfield,RI,,Bars/Clubs,checked,,,1986,4/12/2022 6:19pm
4938,Inside mall ,nr. clock,,Warwick,RI,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 6:19pm
4939,Kings & Queens ,,285 Front St. ,Woonsocket,RI,,Bars/Clubs,,,,1986,4/12/2022 6:19pm
4940,Battery Club,(Piano bar) Upstairs) (Rear) Cl. Mon.) ,280-B Meeting St.,Charleston,SC,"(P),(*)",Bars/Clubs,,,River St. ,1986,4/12/2022 6:32pm
4941,Carolina Book Store,,,Charleston,SC,,Book Store,checked,,St. Andrews Blvd.,1986,4/12/2022 7:02pm
4942,Carolina Book Store,,,Charleston,SC,,Book Store,checked,,,1986,4/12/2022 7:02pm
4943,Chateau Book Store,,4343 Dorchester Rd. ,N. Charleston,SC,,Book Store,,,,1986,4/12/2022 7:02pm
4944,Cheeks II ,(Levis & W) ,336 King St.,Charleston,SC,(W),Bars/Clubs,,,,1986,4/12/2022 7:02pm
4945,Connections ,(Disco) ,525 E. Bay St. ,Charleston,SC,"(P),(D),(*)",Bars/Clubs,,,,1986,4/12/2022 7:02pm
4946,Fantasy World,"(Books, etc.) ",2070 Harley Ave. ,N. Charleston,SC,,"Book Store,Erotic Shop",,,,1986,6/7/2022 12:55pm
4947,Fifty Folly Place ,(Bed & breakfast) (803) 571-4171,,Charleston,SC,(H),Hotel,checked,,,1986,4/12/2022 7:02pm
4948,Gaslight Cafe,(Cruisy-AH-Sat.) ,158 King St. ,Charleston,SC,"(M),(R),(AH)","Restaurant,Cruising Areas",,,,1986,6/7/2022 1:31pm
4949,La Place Spa,(Bath & Gym*) ,5610 Dutton Ave. ,N. Charleston,SC,(*),"Gym,Bathhouses",,,,1986,4/12/2022 7:02pm
4950,St. Joan of Arc M.C.C.,,69 Cannon St. ,Charleston,SC,(MCC),Religious Institution,,,,1986,6/7/2022 12:46pm
4951,Tradewinds ,(Opening Spring '85) (Should click) ,1063 Morrison Dr. ,Charleston,SC,,Bars/Clubs,,,,1986,4/12/2022 7:02pm
4952,Folly Beach,,,Charleston,SC,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 7:02pm
4953,The Battery ,Whitepoint Gardens ,,Charleston,SC,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,4/12/2022 7:02pm
4954,Chalet IV,(Books) ,5511 Two Notch Rd. ,Columbia,SC,,Book Store,,,,1986,4/12/2022 7:02pm
4955,Fortress ,(Some L) (WE*) ,3134 Two Notch Rd.,Columbia,SC,"(P),(L),(D),(S),(PT),(WE),(*)",Bars/Clubs,,,,1986,4/12/2022 7:02pm
4956,M.C.C. ,,1730 Gist St. ,Columbia,SC,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
4957,Our Place ,(Late) ,1232 Assembly St. ,Columbia,SC,(*),Bars/Clubs,,,,1986,4/12/2022 7:02pm
4958,Partners ,(Disco) ,925 1/2 Huger St. ,Columbia,SC,"(P),(YC),(D),(S),(PT),(*)",Bars/Clubs,,,,1986,4/12/2022 7:02pm
4959,'Primrose Path' ,- Senate St. & grounds adj. to the Capitol ,,Columbia,SC,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,4/12/2022 7:02pm
4960,'Rest Stop' ,on I-26 S. ,,Columbia,SC,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 7:02pm
4961,U. of S.C. ,Russel House,,Columbia,SC,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 7:02pm
4962,U. of S.C. ,McKissick Library,,Columbia,SC,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 7:02pm
4963,U. of S.C. ,Blatt P.E. ,,Columbia,SC,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 7:02pm
4964,U. of S.C. ,lockers,,Columbia,SC,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 7:02pm
4965,U. of S.C. ,pool,,Columbia,SC,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 7:02pm
4966,Y.M.C.A.,,,Columbia,SC,"(M),(H)","Hotel,Cruising Areas",checked,,,1986,4/12/2022 7:02pm
4967,South of the Border Motel Bar,6 mi. N. on I-95,,Dillon,SC,(M),Bars/Clubs,checked,,,1986,4/12/2022 7:02pm
4968,Venus Pancake House,,550 W. Palmetto,Florence,SC,"(M),(R),(C),(AH)",Restaurant,,,,1986,4/12/2022 7:02pm
4969,Evans St. ,downtown,,Florence,SC,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 7:02pm
4970,Timrod Park,,,Florence,SC,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 7:02pm
4971,'Rest Stop' ,on I-85 S. ,,Gaffney,SC,Cruisy Area,Cruising Areas,checked,,,1986,4/12/2022 7:02pm
4972,Club Gemini ,"(Some YC, L, B) ",443 E. Stone ,Greenville,SC,"(P),(YC),(L),(B)",Bars/Clubs,,,at Column,1986,4/12/2022 7:02pm
4973,Stone Castle ,(Disco) ,8 Le Grand ,Greenville,SC,"(P),(YC),(D),(*)",Bars/Clubs,,,,1986,4/12/2022 7:02pm
4974,Greyhound Bus Depot ,,,Greenville,SC,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,4/12/2022 7:02pm
4975,Hilltop Adult Bookstore ,Hwy. 29 (Greer) ,,Greenville,SC,"(F&S),Cruisy Area","Cruising Areas,Book Store",checked,,,1986,6/7/2022 2:04pm
