"","ID","title","description","streetaddress","type","amenityfeatures","city","state","Year","lat","lon","categories","cruisy"
"92541","4215","Trix","664-8331","246 W. 48th St.","Bars","(NH),(LV)","N.Y.C. - Midtown","NY",1992,40.7606953,-73.9866186,"Bars","FALSE"
"92551","4216","Twenty-Nine Palms","686-8299 noon-4am","129 Lexington","Bars","(NH)","N.Y.C. - Midtown","NY",1992,40.7428629,-73.9820215,"Bars","FALSE"
"92561","4217","Bonampak","838-1433 Mexican food","235 E. 53rd St.","Restaurants & Cafes","","N.Y.C. - Midtown","NY",1992,40.7576843,-73.9681671,"Restaurants","FALSE"
"92571","4218","Cafe Un Deux Trois","354-4148 ","123 W. 44th St.","Restaurants & Cafes","(MX)","N.Y.C. - Midtown","NY",1992,40.7567966,-73.9841609,"Restaurants","FALSE"
"92581","4219","Company","532-5222","365 3rd Ave.","Restaurants & Cafes","(*)","N.Y.C. - Midtown","NY",1992,40.7408562,-73.9811951,"Restaurants","FALSE"
"92591","4220","East Side Club","(6th flr) 753-2222 24hrs, spa","227 E. 56th St.","Gyms/Health Clubs","(*),(PC)","N.Y.C. - Midtown","NY",1992,40.7593466,-73.9668231,"Gyms","FALSE"
"92601","4221","Islander's Club Travel Company","633-8898/(800)-TIC-CLUB","530 W. 23rd St.","Travel & Tour Operators","(IGTA)","N.Y.C. - Midtown","NY",1992,40.7480729,-74.005652,"Businesses","FALSE"
"92611","4222","Eros I Cinema","221-2450","732 8th Ave.","Erotica","","N.Y.C. - Midtown","NY",1992,40.7593364,-73.9879427,"Businesses","FALSE"
"92621","4223","Gaiety Burlesk","221-8868 live shows","201 W. 46th St.","Erotica","","N.Y.C. - Midtown","NY",1992,40.7589467,-73.9856766,"Businesses","FALSE"
"92631","4224","Ricky's Place","827-0736","210 W. 42nd St.","Erotica","","N.Y.C. - Midtown","NY",1992,40.7560623,-73.9874294,"Businesses","FALSE"
"92641","4230","New York B & B","666-0559","134 W. 119th St.","Accommodations","","N.Y.C. - Uptown","NY",1992,40.8044502,-73.9499311,"Accommodations","FALSE"
"92651","4232","Brandy's","650-1944 piano bar","235 E. 84th St.","Bars","(E)","N.Y.C. - Uptown","NY",1992,40.7771167,-73.9534555,"Bars","FALSE"
"92661","4233","Candle Bar","874-9155 2pm-4am","309 Amsterdam","Bars","(*),(LV)","N.Y.C. - Uptown","NY",1992,40.7801331,-73.9802326,"Bars","FALSE"
"92671","4237","Late Show, The","724-6868","407 Amsterdam","Restaurants & Cafes","(MX),(E)","N.Y.C. - Uptown","NY",1992,40.7833533,-73.9777917,"Restaurants","FALSE"
"92681","4239","Maranatha","(Riverside Church) 222-5900 support group, call for times","490 Riverside Dr.","Religious Institutions","","N.Y.C. - Uptown","NY",1992,40.8119008,-73.9630756,"Religious Institutions","FALSE"
"92691","4248","Spectrum","238-8213 9:30pm-4am Wed-Sun","802 64th St.","Bars","(*),(MW),(D),(S),(E)","Brooklyn","NY",1992,40.6329685,-74.0118734,"Bars","FALSE"
"92701","4249","Community Book Store","783-3075 general books with gay section, 10am-9pm Mon-Fri, 11am-7pm Sat & Sun","143 7th Ave.","Bookstore/Retail Shops","","Brooklyn","NY",1992,40.6726651,-73.9764258,"Businesses","FALSE"
"92711","4250","J. Bette Travel","Ste. 279-3872","4712 Ave. 'N' ","Travel & Tour Operators","(IGTA)","Brooklyn","NY",1992,40.6186359,-73.9293148,"Businesses","FALSE"
"92721","4252","MCC Brooklyn","373-5356 6pm Sun","1012 8th Ave.","Religious Institutions","","Brooklyn","NY",1992,40.6649944,-73.9801793,"Religious Institutions","FALSE"
"92731","4258","Breadstix","263-0300 7pm-4am","113-24 Queens Blvd., Forest Hills ","Bars","(V),(NH)","Queens","NY",1992,40.71715,-73.8355073,"Bars","FALSE"
"92741","4259","Flavors on Sixty-Ninth","429-8501 4pm-4am from noon Sun","48-10 69th St.","Bars","(MW),(F)","Queens","NY",1992,40.7381616,-73.8961814,"Bars","FALSE"
"92751","4260","Friends Tavern","397-7256 4pm-4am","78-11 Roosevelt Ave., Jackson Heights","Bars","(NH)","Queens","NY",1992,40.7474855,-73.8871603,"Bars","FALSE"
"92761","4261","Haliquin Bar","Latino","78-11 Roosevelt, Jackson Heights","Bars","(MW),(D),(S)","Queens","NY",1992,40.7474855,-73.8871603,"Bars","FALSE"
"92771","4262","Hatfields","261-8484 9m-4am","126-10 Queens Blvd., Kew Gardens","Bars","(MW),(D),(S)","Queens","NY",1992,40.7114778,-73.8249751,"Bars","FALSE"
"92781","4263","Love Boat","Latino","77-02 Broadway, Elmhurst","Bars","(NH),(S)","Queens","NY",1992,40.7451386,-73.8881686,"Bars","FALSE"
"92791","4264","Magic Touch","429-8605 Latin night Wed, 4pm-4am","73-13 37th Ave., Jackson Heights","Bars","(*),(M),(D),(S)","Queens","NY",1992,40.7491298,-73.8924962,"Bars","FALSE"
"92801","4265","Silver Lining","354-9641 9pm-4am","175 Cherry Ln., Floral Park","Bars","(MW),(D),(V),(YC),(S)","Queens","NY",1992,40.7357093,-73.6974651,"Bars","FALSE"
"92811","4266","Station House Pub","785-9808 noon-4am","3457 Merrick Rd, Seaford","Bars","(LV),(CW),(F)","Queens","NY",1992,40.6653648,-73.5028813,"Bars","FALSE"
"92821","4267","Northern Men's Sauna","359-9817 opens at noon","3365 Farrington St., Flushing","Gyms/Health Clubs","(PC)","Queens","NY",1992,40.7650061,-73.8316379,"Gyms","FALSE"
"92831","4268","Kennedy Travel/Pride Tours","347-7433/(800)237-7433","267-10 Hillside Ave., Floral Park","Travel & Tour Operators","(*),(IGTA)","Queens","NY",1992,40.7386305,-73.7013845,"Businesses","FALSE"
"92841","4280","Blanche","694-6906 piano bar, Fri & Sat","47-2 Boundary Ave., South Farmingdale","Bars","(NH),(E)","Long Island/Suffolk Co.","NY",1992,40.7176032,-73.4612495,"Bars","FALSE"
"92851","4281","Bunk House","567-2865 8pm-4am Mon-Sat, piano bar","192 N. Main St., Montauk Hwy., Sayville","Bars","(NH),(E)","Long Island/Suffolk Co.","NY",1992,40.738182,-73.0791894,"Bars","FALSE"
"92861","4282","Club 608","661-9580 8pm-4am","608 Sunrise Hwy., W. Babylon","Bars","(NH),(L)","Long Island/Suffolk Co.","NY",1992,40.7130292,-73.3487952,"Bars","FALSE"
"92871","4284","Forever Green","226-9357","841 N. Broome Ave., Lindenhurst","Bars","(W),(D),(E)","Long Island/Suffolk Co.","NY",1992,40.7002463,-73.3797734,"Bars","FALSE"
"92881","4285","Kiss Complex","467-9273 bowling alley on premises","161 Farmardie, Lake Ronkonkoma","Bars","(MW),(D)","Long Island/Suffolk Co.","NY",1992,40.8222074,-73.1223748,"Bars","FALSE"
"92891","4286","Millennium","351-1402 10pm-4am Thurs-Sun","1770 New York Ave., Huntington","Bars","(MX),(D),(E),(V)","Long Island/Suffolk Co.","NY",1992,40.8388116,-73.4116856,"Bars","FALSE"
"92901","4287","Sizes","665-5175 8pm-4am Wed-Sat, clsd Sun-Tues","8 E. Main St., Bayshore","Bars","(MW),(D),(S)","Long Island/Suffolk Co.","NY",1992,40.7216716,-73.2473996,"Bars","FALSE"
"92911","4288","Starz","242-3857 10pm-4am Mon, Wed, & Fri","836 Grand Blvd., Deer Park","Bars","(*),(MW),(D),(S),(E)","Long Island/Suffolk Co.","NY",1992,40.7617159,-73.3073091,"Bars","FALSE"
"92921","4290","Heaven Sent Me","435-1177","108 Cain Dr., Brentwood","Men's Services","(*),(PC)","Long Island/Suffolk Co.","NY",1992,40.8064487,-73.2464498,"Businesses","FALSE"
"92931","4291","Unitarian Universalist Church","427-9547 10:30am Sun, houses many groups & social events","109 Browns Rd., Huntington","Religious Institutions","","Long Island/Suffolk Co.","NY",1992,40.8913332,-73.4369432,"Religious Institutions","FALSE"
"92941","4292","WildeSide","435-2929/(800)552-9453 bi-monthly","106 Cain Dr., Brentwood","Publication","","Long Island/Suffolk Co.","NY",1992,40.806474,-73.2463694,"Organizations","FALSE"
"92951","4293","Happy Hours Books","665- 8385","33 W. Main St., Bayshore","Erotica","","Long Island/Suffolk Co.","NY",1992,40.721203,-73.248605,"Businesses","FALSE"
"92961","4299","Middle Earth Hotline","679-1111 24hr crisis & referral counseling","2740 Martin Ave., Bellmore","Info Lines & Services","","Long Island/Nassau Co.","NY",1992,40.6746457,-73.5273149,"Businesses","FALSE"
"92971","4301","Grand Central","536-8738/536-4800 8pm-4am Tues-Sat, T-dance 4pm Sun","210 Merrick Rd., Rockville Centre","Bars","(D),(E),(V)","Long Island/Nassau Co.","NY",1992,40.656375,-73.648352,"Bars","FALSE"
"92981","4302","Pal Joey's","785-9301 Sun buffet","2475 Jerusalem Ave., North Bellmore","Bars","(*),(NH)","Long Island/Nassau Co.","NY",1992,40.6911924,-73.5406124,"Bars","FALSE"
"92991","4304","Alternatives Corner Bookstore","483-2050 gay books, 11am-8pm Tues-Fri, til 10pm Thurs, noon-6pm Sat & Sun","675 Woodfield Rd., W. Hempstead","Bookstore/Retail Shops","","Long Island/Nassau Co.","NY",1992,40.6865193,-73.6521815,"Businesses","FALSE"
"93001","4306","Rainbow House","282-1135 B & B, year-round, walking distance to Niagara Falls ","423 Rainbow Blvd. ","Accommodations","(MX)","Niagara Falls","NY",1992,43.0832347,-79.0565227,"Accommodations","FALSE"
"93011","4307","Nineteenth St. Book & News","284-2214 24hrs","641 19th St.","Erotica","","Niagara Falls","NY",1992,43.0946807,-79.0387447,"Businesses","FALSE"
"93021","4308","Candlelight","358-9649 8pm-4am Tues-Sun, clsd Mon","327 Rte. 9 W.","Bars","(*),(MW),(D),(S)","Nyack","NY",1992,41.1671808,-73.9357854,"Bars","FALSE"
"93031","4309","Coven Cafe","358-9829 11:30am-1am, til 4am Fri & Sat, clsd Mon","162 Main St. ","Bars","(MX),(F),(E)","Nyack","NY",1992,41.0918697,-73.9227325,"Bars","FALSE"
"93041","4310","Pine Shadows Lodge","Less Traveled HC-02 Boy 18 369-3557 Victorian setting B&B & private cabins","Tues-Sun","Accommodations","","Old Forge","NY",1992,43.7100885,-74.9734809,"Accommodations","FALSE"
"93051","4311","Blair's Tavern","561-9071 3pm-2am","30 Marion St.","Bars","(MX),(D)","Plattsburg","NY",1992,44.6979538,-73.4544659,"Bars","FALSE"
"93061","4313","Congress","486-9068 11:30am-4am Mon-Sat, from 7pm Sun","411 Main St.","Bars","(MW),(F),(H)","Poughkeepsie","NY",1992,41.702157,-73.9229181,"Bars","FALSE"
"93071","4314","Hami Hon Boom & Video","473-1776","216 Hami Hon","Erotica","","Poughkeepsie","NY",1992,41.7135867,-73.9200366,"Businesses","FALSE"
"93081","4317","Gay Alliance Community Center","244-8640 (Hotline) 6pm-10pm Mon-Fri","179 Atlantic Ave.","Info Lines & Services","","Rochester","NY",1992,43.1559713,-77.5797517,"Businesses","FALSE"
"93091","4318","Gay Coffeehouse","(GAGU Lounge) 244-8640 meets 8pm-midnight Sat","713 Monroe Ave.","Info Lines & Services","","Rochester","NY",1992,43.1436234,-77.5890935,"Businesses","FALSE"
"93101","4321","Anthony's","325-1350/2060 noon-2am","522 Main St. E.","Bars","(MW),(NH)","Rochester","NY",1992,43.1565779,-77.6088465,"Bars","FALSE"
"93111","4322","Avenue Pub","244-4960 4pm-2am","522 Monroe Ave. ","Bars","(*),(D),(NH)","Rochester","NY",1992,43.1464217,-77.5930368,"Bars","FALSE"
"93121","4323","Bachelor Forum","271-6930 1pm-2am","670 University Ave.","Bars","(LV),(L)","Rochester","NY",1992,43.156158,-77.5847323,"Bars","FALSE"
"93131","4324","Forty Union","325-6216 5pm-2am, clsd Mon","40 S. Union St.","Bars","(MW),(E),(F)","Rochester","NY",1992,43.1540026,-77.5975052,"Bars","FALSE"
"93141","4325","Gallery","232-1734 11am-2am","113 State St.","Bars","(MW),(NH)","Rochester","NY",1992,43.157367,-77.614569,"Bars","FALSE"
"93151","4326","Heaven","262-3050","50 Liberty Pole Way","Bars","(MX),(D),(YC)","Rochester","NY",1992,43.1584508,-77.6044461,"Bars","FALSE"
"93161","4327","Infinity","232-4370 Sun, Tues & Thurs 10pm-2am, til 3am Fri & Sat","171 St. Paul St.","Bars","(*),(M),(D),(YC),(S)","Rochester","NY",1992,43.1601435,-77.6103199,"Bars","FALSE"
"93171","4328","Jazzberry's Uptown Restaurant & Nightclub","262-3600 call for hours and events","50 East Ave.","Bars","(MX),(F),(E)","Rochester","NY",1992,43.1575852,-77.6026547,"Bars","FALSE"
"93181","4329","Mike's State Street Pub","232-9303 2pm-2am","139 State St.","Bars","(MW),(D),(OC)","Rochester","NY",1992,43.1577461,-77.6150152,"Bars","FALSE"
"93191","4330","Tara","232-4719 piano bar, noon-2am","153 Liberty Pole Way","Bars","(*),(MW),(NH),(E),(OC)","Rochester","NY",1992,43.1601114,-77.6042727,"Bars","FALSE"
"93201","4331","Two Twelve Club","235-9771 8am-11pm Mon-Thurs, til 2am Fri & Sat, opens noon Sun","212 Colvin St.","Bars","(MW)","Rochester","NY",1992,43.1546705,-77.6409025,"Bars","FALSE"
"93211","4332","Whispers","262-6200 11am-2am","104 Platt St.","Bars","(D),(F),(S)","Rochester","NY",1992,43.1614995,-77.6171051,"Bars","FALSE"
"93221","4333","Rochester Body Club","454-1074 24 hrs","109 Liberty Pole Way","Bars","(PC)","Rochester","NY",1992,43.1597219,-77.6042927,"Bars","FALSE"
"93231","4334","Rochester Custom Leathers","442-2323/(800) 836-9047 largest selection of gay mags & video","274 N. Goodman St.","Bookstore/Retail Shops","(*)","Rochester","NY",1992,43.1585377,-77.5843293,"Businesses","FALSE"
"93241","4335","Village Green Books","723-1600 some gay titles, 9am-11pm Sun-Thurs, til midnight Fri & Sat","1954 Westridge Rd.","Bookstore/Retail Shops","","Rochester","NY",1992,43.2078238,-77.6799102,"Businesses","FALSE"
"93251","4336","Village Green Books","461-5380","766 Monroe Ave. ","Bookstore/Retail Shops","","Rochester","NY",1992,43.1433784,-77.5875909,"Businesses","FALSE"
"93261","4337","Wild Seeds Bookstore & Cafe","244-9310 lesbian/gay bookstore, 11am-7pm Tues-Sat, noon-5 Sun, clsd Mon","704 University Ave.","Bookstore/Retail Shops","","Rochester","NY",1992,43.1557923,-77.5839487,"Businesses","FALSE"
"93271","4338","Dignity/Integrity","328-9758 5pm Sun","17 S. Fitzhugh","Religious Institutions","","Rochester","NY",1992,43.1545412,-77.6141871,"Religious Institutions","FALSE"
"93281","4339","MCC Open Arms","271-8478 6pm Sun","243 Rosedale St.","Religious Institutions","","Rochester","NY",1992,43.1405208,-77.5821376,"Religious Institutions","FALSE"
"93291","4340","Nayim","442-3363 Jewish gays, 7:30pm 2nd Sun","713 Monroe Ave.","Religious Institutions","","Rochester","NY",1992,43.1436234,-77.5890935,"Religious Institutions","FALSE"
"93301","4341","Empty Closet","244-9030 monthly","179 Atlantic Ave.","Publication","","Rochester","NY",1992,43.1559713,-77.5797517,"Organizations","FALSE"
"93311","4342","Clinton Book Mart","325-9322 24hrs","115 N. Clinton","Erotica","","Rochester","NY",1992,43.1595915,-77.6075606,"Businesses","FALSE"
"93321","4343","State St. Books","263-9919 24hrs","109 State St.","Erotica","","Rochester","NY",1992,43.1573614,-77.6145676,"Businesses","FALSE"
"93331","4348","Blythewood","382-9755 9pm-4:30am","50 N. Jay St.","Bars","(F)","Schenectady","NY",1992,42.8177159,-73.9375809,"Bars","FALSE"
"93341","4349","Clinton St. Pub","382-9173 noon-4am","159 Clinton St.","Bars","(MX),(NH)","Schenectady","NY",1992,42.8124973,-73.9399086,"Bars","FALSE"
"93351","4350","Mother Eves","370-9865 9pm-4am Tues-Sun","145 Barrett St.","Bars","","Schenectady","NY",1992,42.8126018,-73.9390273,"Bars","FALSE"
"93361","4352","New Chapter Books","276-2191 general bookstore with gay/lesb titles","3 Heritage Hills","Bookstore/Retail Shops","","Somers","NY",1992,41.3314794,-73.6884787,"Businesses","FALSE"
"93371","4353","AA Gay/Lesbian","463-5011 8pm Wed, 7:30pm Sun, 8pm Tues men-only","819 Madison St.","Info Lines & Services","","Syracuse","NY",1992,43.0455825,-76.1349528,"Businesses","FALSE"
"93381","4354","Gay 12 Step","463-5011 7:15pm Fri","5001 E. Fayette St.","Info Lines & Services","","Syracuse","NY",1992,43.0485797,-76.1036958,"Businesses","FALSE"
"93391","4356","Armory Pub","471-9059 8am-2am","400 S. Clinton","Bars","(LV),(H)","Syracuse","NY",1992,43.0477577,-76.1538731,"Bars","FALSE"
"93401","4357","Mr. T's","471-9736 noon-2am","218 N. Franklin St.","Bars","(*),(D),(V)","Syracuse","NY",1992,43.0531665,-76.154711,"Bars","FALSE"
"93411","4358","Ryan's Someplace Else","471-9499 2pm-2am Tues-Fri, noon-2am Sat, Sun","408-410 Pearl St.","Bars","(*),(D),(V)","Syracuse","NY",1992,43.0541829,-76.1504935,"Bars","FALSE"
"93421","4359","MCC Ray of Hope","(Grace Church) 471-6618","819 Madison St.","Religious Institutions","","Syracuse","NY",1992,43.0455825,-76.1349528,"Religious Institutions","FALSE"
"93431","4360","Adult World & Playhouse Cinema","446-2613","2870 Erie Blvd. E.","Erotica","","Syracuse","NY",1992,43.0546718,-76.0915301,"Businesses","FALSE"
"93441","4361","Boulevard Books","446-1595 24 hrs","2576 Erie Blvd.E.","Erotica","","Syracuse","NY",1992,43.0535579,-76.101075,"Businesses","FALSE"
"93451","4362","City News, The","454-0629 24 hrs","3713 Brewerton Rd.","Erotica","","Syracuse","NY",1992,43.1168773,-76.1452674,"Businesses","FALSE"
"93461","4364","Video Expo","272-7577","516 River St.","Erotica","","Troy","NY",1992,42.7390913,-73.6858828,"Businesses","FALSE"
"93471","4366","That Place","724-1446 piano bar, 8pm-2am Tues-Sun","216 Bleeker St.","Bars","(*),(D),(YC),(E)","Utica","NY",1992,43.1014242,-75.2285165,"Bars","FALSE"
"93481","4367","Stutz","761-3100 3pm-4am Mon-Fri, from 8pm Sat/Sun","202 Westchester Ave.","Bars","(*),(D),(S)","White Plains","NY",1992,41.0331901,-73.7550979,"Bars","FALSE"
"93491","4369","Harlee's Playroom II","965-6900 8pm-4am Sun-Thurs, from 9pn Fri, Sat","590 Nepperham Ave.","Bars","(MW),(D)","Yonkers","NY",1992,40.9458421,-73.8823815,"Bars","FALSE"
"128391","4081","Gay/Lesbian Community Center","462-6138, 7pm-10pm, til 11pm Fri & Sat","332 Hudson Ave.","Info Lines & Services","","Albany","NY",1993,42.6532207,-73.7655861,"Businesses","FALSE"
"128401","4083","Club 519","482-0299 8pm-4am","519 Central Ave.","Bars","(MW),(D)","Albany","NY",1993,42.6701378,-73.7781395,"Bars","FALSE"
"128411","4084","Esther's","434-0994 7pm-4am","8 Central Ave.","Bars","(MW),(D),(E)","Albany","NY",1993,42.900641,-78.670828,"Bars","FALSE"
"128421","4090","Boulevard Bookstore & Cafe","436-8848 10am-9pm, til 11pm Fri & Sat, from noon Sun","15 Central Ave.","Bookstores/Retail Shops","(F)","Albany","NY",1993,42.9009098,-78.6699591,"Businesses","FALSE"
"128431","4091","Capital Travel","434-9900/(800)800-9009","271 Lark St.","Travel/Tour Operators","(IGTA)","Albany","NY",1993,42.6537111,-73.7666828,"Businesses","FALSE"
"128441","4096","Summit Motor Inn","666-6000","501 E. Main St.","Accommodations","(MX)","Bayshore","NY",1993,40.7282903,-73.2317965,"Accommodations","FALSE"
"128451","4097","AA Gay/Lesbian","(Unitarian Church) 722-5983, 7pm Sat","183 Riverside Dr.","Info Lines & Services","","Binghamton","NY",1993,42.0927723,-75.9378414,"Businesses","FALSE"
"128461","4098","S.P.A.C.E., The","724-2582 community center, bookstore & cafe 7pm Tues","213 State St.","Info Lines & Services","","Binghamton","NY",1993,42.1022538,-75.9116985,"Businesses","FALSE"
"128471","4100","Club 81","771-7350 8pm-1am, til 3am Fri & Sat","81 Clinton St.","Bars","(MW),(D)","Binghamton","NY",1993,42.1049652,-75.9219634,"Bars","FALSE"
"128481","4101","Risky Business","723-1507 5pm-1am, til 3am Fri & Sat, gift shop on premises","201 State St.","Bars","(*),(D),(V)","Binghamton","NY",1993,42.1018782,-75.9118006,"Bars","FALSE"
"128491","4102","Squiqqy's","722-2299 7pm-2am","34 Chenango St.","Bars","(MW),(D)","Binghamton","NY",1993,42.0997153,-75.9102579,"Bars","FALSE"
"128501","4104","Allie's Bookstore","724-8659","140 Washington","Erotica","","Binghamton","NY",1993,42.0980704,-75.9133205,"Businesses","FALSE"
"128511","4105","Allie's Bookstore","724-9749","483 Court St.","Erotica","","Binghamton","NY",1993,42.1046959,-75.8755856,"Businesses","FALSE"
"128521","4106","North Street Bookshop","785-9606","17 Washington Ave., Endicott","Erotica","","Binghamton","NY",1993,42.1040852,-76.0480979,"Businesses","FALSE"
"128531","4109","Buffalo Gay/Lesbian Community Center","883-4750, 7pm-9pm","2316 Deleware Ave. Ste. 267","Info Lines & Services","","Buffalo","NY",1993,42.9468972,-78.8689836,"Businesses","FALSE"
"128541","4110","Old Schoolhouse Guest House","683-6590","1148 Townline Rd., Alden","Accommodations","","Buffalo","NY",1993,42.9183174,-78.5787271,"Accommodations","FALSE"
"128551","4111","Back Pocket","(side entrance) 886-8135 4pm-4am, from noon Sun","884 Main St.","Bars","(MW),(CW),(D)","Buffalo","NY",1993,42.8979816,-78.8707747,"Bars","FALSE"
"128561","4112","Buddies","855-1313 1pm-4am","31 Johnson Park","Bars","(MW),(D),(E)","Buffalo","NY",1993,42.8927052,-78.8775209,"Bars","FALSE"
"128571","4113","Bulldog Lil's","842-1832 5pm-4am","454 Pearl St.","Bars","(D),(YC)","Buffalo","NY",1993,42.8916772,-78.8739589,"Bars","FALSE"
"128581","4114","Cathode Ray","884-3615 1pm-4am","26 Allen St.","Bars","(NH),(V)","Buffalo","NY",1993,42.8991903,-78.8709869,"Bars","FALSE"
"128591","4115","Club Denmar","886-8135 4pm-4am, from noon Sun, patio","884 Main St.","Bars","(MW),(D)","Buffalo","NY",1993,42.8979816,-78.8707747,"Bars","FALSE"
"128601","4116","Club Heat","842-6825 10pm-4am Wed-Sun, patio","153 Delaware Ave.","Bars","(*),(MW),(D)","Buffalo","NY",1993,42.8885339,-78.8769881,"Bars","FALSE"
"128611","4117","Stagedoor","886-9323 5pm-4am, piano bar & patio","20 Allen St.","Bars","(E),(OC)","Buffalo","NY",1993,42.8991982,-78.8708764,"Bars","FALSE"
"128621","4118","Allen","881-0586","16 Allen St.","Restaurants & Cafes","(MX)","Buffalo","NY",1993,42.8991643,-78.8707216,"Restaurants","FALSE"
"128631","4119","New Morgan Sauna","852-2153 24hrs","655 Main St.","Gyms/Health Clubs","(PC)","Buffalo","NY",1993,42.8918053,-78.8720731,"Gyms","FALSE"
"128641","4120","Talking Leaves","837-8554, 10am-6pm, clsd Sun","3144 Main St.","Bookstores/Retail Shops","","Buffalo","NY",1993,42.9503989,-78.8272785,"Businesses","FALSE"
"128651","4123","Book-And","856-8936","83 W. Chippewa","Erotica","","Buffalo","NY",1993,42.8908405,-78.875971,"Businesses","FALSE"
"128661","4124","Goodtime Charlie's","693-3254, 24hrs","3287 Niagara Falls Blvd., Wheatfield","Erotica","","Buffalo","NY",1993,43.0771543,-78.8634446,"Businesses","FALSE"
"128671","4125","Village Books & News","877-5027, 24hrs","3102 Delaware Ave., Kenmore","Erotica","","Buffalo","NY",1993,42.9686988,-78.8709268,"Businesses","FALSE"
"128681","4137","David, The","733-2592 4pm-1am, from 7pm Sat & Sun","511 Railroad Ave.","Bars","(*),(MW),(D),(YC)","Elmira","NY",1993,42.0939863,-76.8091124,"Bars","FALSE"
"128691","4138","Deluxe Books","734-9656","123 Lake St.","Erotica","","Elmira","NY",1993,42.0890544,-76.8016765,"Businesses","FALSE"
"128701","4146","Fire Island Pines","597-6767 seasonal","9 Ocean Walk, Fire Island Pines","Accommodations","","Fire Island","NY",1993,40.6638059,-73.0698807,"Accommodations","FALSE"
"128711","4151","Crew's Quarters","597-6873 seasonal","36 Fire Island Blvd., Fire Island Pines","Bars","(*),(SW)","Fire Island","NY",1993,40.6651878,-73.06977,"Bars","FALSE"
"128721","4153","Loft","597-6720 seasonal","36 Fire Island Blvd.","Bars","","Fire Island","NY",1993,40.6651878,-73.06977,"Bars","FALSE"
"128731","4162","AA Gay/Lesbian","(downtown) 273-1541 (AA#) Wed 5:45pm & Sun 5:30pm","102 Ithaca Commons","Info Lines & Services","","Ithaca","NY",1993,42.4397791,-76.4970752,"Businesses","FALSE"
"128741","4167","Common Ground","273-1505 4pm-1:30am, til 2am Fri & Sat, dinner nightly","1230 Danby Rd.","Bars","(*),(MW),(D),(F),(YC)","Ithaca","NY",1993,42.3937434,-76.4977154,"Bars","FALSE"
"128751","4168","Borealis Bookstore, Inc.","272-7752 opens 10am, from noon Sun, w/gay/lesbian sections","113 N. Aurora St.","Bookstores/Retail Shops","","Ithaca","NY",1993,42.44009,-76.4953689,"Businesses","FALSE"
"128761","4173","Nite Spot","3pm-2am","201 Windsor","Bars","(MW),(D),(S)","Jamestown","NY",1993,42.0976073,-79.2302812,"Bars","FALSE"
"128771","4174","Sneakers","484-8816 3:30pm-2am","100 Harrison","Bars","(*),(MW),(D),(LV),(YC)","Jamestown","NY",1993,42.0936911,-79.2353765,"Bars","FALSE"
"128781","4179","Rumours","792-9646 3pm-4am, from 8pm Mon-Th","49 Lower Dix Ave.","Bars","(*),(MW),(D)","Lake George","NY",1993,43.3151516,-73.609087,"Bars","FALSE"
"128791","4180","Artists Cafe","523-9493 lunch & dinner","1 Main St.","Restaurants & Cafes","(MX)","Lake Placid","NY",1993,44.2854201,-73.9840428,"Restaurants","FALSE"
"128801","4184","Christopher St.","343-9249 8pm-4am, clsd Mon (unconfirmed Spring '92) ","170 Silverlake","Bars","(MW),(D),(S)","Middletown","NY",1993,41.4768981,-74.3813038,"Bars","FALSE"
"128811","4186","Eulenspiegel Society","633-8376 S/M group 7:30 Tues","94 St. Marks Pl.","Info Lines & Services","","New York City","NY",1993,40.7272968,-73.9849712,"Businesses","FALSE"
"128821","4189","Jeffrey E. Lavigne, MD","879-4260","No. 7 E. 68th St.","Info Lines & Services","","New York City","NY",1993,40.7695984,-73.9678306,"Businesses","FALSE"
"128831","4193","Homo Xtra","741-3981 weekly complete party paper","245 8th Ave. Ste. 287, 10011","Publications","","New York City","NY",1993,40.7449215,-73.999073,"Organizations","FALSE"
"128841","4194","Michael's Thing","724-3691 weekly","240 W. End Ave.","Publications","","New York City","NY",1993,40.778873,-73.9848165,"Organizations","FALSE"
"128851","4196","NYQ","979-9777","632 Broadway 7th flr.","Publications","","New York City","NY",1993,40.725992,-73.995707,"Organizations","FALSE"
"128861","4197","Parlee Plus/Equal Time the News","(516)587-8669 monthly","13 S. Carl Ave., Babylon 11702","Publications","","New York City","NY",1993,40.6956625,-73.3253892,"Organizations","FALSE"
"128871","4203","Lesbian/Gay Community Services Center","620-7310, 9pm-11pm, mtg location for various groups, newsletter","208 W. 13th St.","Info Lines & Services","","New York City","NY",1993,40.738087,-74.001046,"Businesses","FALSE"
"128881","4207","Chelsea Mews Guest House","255-9174","344 W. 5th St.","Accommodations","","New York City","NY",1993,40.5934772,-73.9759118,"Accommodations","FALSE"
"128891","4208","Chelsea Pines Inn","929-1023 15 rooms, some priv. baths","317 W. 14th St.","Accommodations","(*),(MW),(IGTA)","New York City","NY",1993,40.740373,-74.0033675,"Accommodations","FALSE"
"128901","4209","Colonial House Inn","243-9669 19 rooms, studios available","318 W. 22nd St.","Accommodations","(*)","New York City","NY",1993,40.7449073,-73.9999705,"Accommodations","FALSE"
"128911","4211","Altar","571-7272 1pm-4am, CW dancing Wed","161 W. Broadway","Bars","(L)","New York City","NY",1993,40.7173962,-74.007474,"Bars","FALSE"
