ID2,title,amenityfeatures,description,streetaddress,type,city,state,Year,unclear_address,unclear type or question,notes,Last Modified
5496, Rice U.,Cruisy Area,Library (Basement),,Cruising Areas,Houston,TX,1987,checked,,,6/26/2022 6:29pm
5497,U. of Houston,Cruisy Area,Library—2nd floor,,Cruising Areas,Houston,TX,1987,checked,,,6/26/2022 6:30pm
5498,U. of Houston,Cruisy Area,all A.A. Hall,,Cruising Areas,Houston,TX,1987,checked,,,6/26/2022 6:30pm
5499,Vicinity of both bus depots,Cruisy Area,,,Cruising Areas,Houston,TX,1987,checked,,,6/26/2022 6:30pm
5500,Westheimer,Cruisy Area,(Montrose),,Cruising Areas,Houston,TX,1987,checked,,,6/26/2022 6:30pm
5501,Y.M.C.A.,"(M),(H),Cruisy Area",(Gym),,"Cruising Areas,Hotel,Gym",Houston,TX,1987,checked,,,6/26/2022 6:32pm
5502,Ave. 'D' Bookstores & Game Rooms,Cruisy Area,,,"Cruising Areas,Book Store",Killeen,TX,1987,checked,,,6/26/2022 6:32pm
5503,William Brook Park,Cruisy Area,at Sulphur Creek,,Cruising Areas,Lampasas,TX,1987,checked,,,6/26/2022 6:32pm
5504,Jarvis Plaza,Cruisy Area,(Some Hustlers),,Cruising Areas,Laredo,TX,1987,checked,,,6/26/2022 6:44pm
5505,Lake Casa Blanca,Cruisy Area,,,Cruising Areas,Laredo,TX,1987,checked,,,6/26/2022 6:44pm
5506,Mall del Norte,Cruisy Area,,,Cruising Areas,Laredo,TX,1987,checked,,,6/26/2022 6:45pm
5507,River Drive Mall,Cruisy Area,,,Cruising Areas,Laredo,TX,1987,checked,,,6/26/2022 6:45pm
5508,San Bernardo Ave.,Cruisy Area,(Hitchhikers),,Cruising Areas,Laredo,TX,1987,checked,,,6/26/2022 6:45pm
5509,Rainbow Connection,"(YC),(D),(*)",(Disco)(Texas Hwy. 149),2110 S. Eastman Rd. ,Bars/Clubs,Longview,TX,1987,,,,6/26/2022 10:46pm
5510,'Rest Stop',Cruisy Area,on 1-20 E.,,Cruising Areas,Longview,TX,1987,checked,,,7/13/2022 8:50am
5511,Cristal Cinema,,behind Varsity ,,"Cruising Areas,Theatre",Lubbock,TX,1987,checked,,,6/26/2022 10:47pm
5512,Denny's,"(M),(R),(C),(AH)",,607 Ave.'Q',Restaurant,Lubbock,TX,1987,,,,6/26/2022 10:47pm
5513,Executive,(F&S),(Flicks), 13th & Hughes,Bars/Clubs,Lubbock,TX,1987,checked,,,7/13/2022 8:58am
5514,Lubbock Mining Co.,(*),(Discobar),1806 Clovis Hwy.,Bars/Clubs,Lubbock,TX,1987,,,,6/26/2022 10:48pm
5515,M.C.C. ,,,5501 34th St.,Religious Institution,Lubbock,TX,1987,,,,6/26/2022 11:06pm
5516,Readers World,, at Main,1101 University,"Cruising Areas,Book Store",Lubbock,TX,1987,,,,6/26/2022 11:06pm
5517,Varsity,(F&S),"(Flicks, etc.)",2402 Marshall,Bars/Clubs,Lubbock,TX,1987,,,,6/26/2022 11:07pm
5518,Greyhound Bus Depot,Cruisy Area,,,Cruising Areas,Lubbock,TX,1987,checked,,,6/26/2022 11:07pm
5519,South Plains Mall,Cruisy Area,,,Cruising Areas,Lubbock,TX,1987,checked,,,6/26/2022 11:07pm
5520,Texas Tech.,Cruisy Area,Library ,,Cruising Areas,Lubbock,TX,1987,checked,,,6/26/2022 11:07pm
5521,Texas Tech.,Cruisy Area,Univ. Center,,Cruising Areas,Lubbock,TX,1987,checked,,,6/26/2022 11:07pm
5522,Bumpers,"(D),(YC),(L)",(Disco),1617 N. 11 1/2 St.,Bars/Clubs,McAllen,TX,1987,,,,6/26/2022 11:09pm
5523,Denny's,"(M),(R),(C),(AH)",,1110 S. 10th St.,Restaurant,McAllen,TX,1987,,,,6/26/2022 11:09pm
5524,Other Face,"(L),(D)",(Many L) (Disco),200 N. 29th St.,Bars/Clubs,McAllen,TX,1987,,,,6/26/2022 11:10pm
5525,P.B.D.'s,"(*),(PT)",,Ware & Daffodil,Bars/Clubs,McAllen,TX,1987,checked,,,7/13/2022 8:53am
5526,Valley Bus Station,Cruisy Area,(Latins),,Cruising Areas,McAllen,TX,1987,checked,,,6/26/2022 11:10pm
5527,'Rest Stop',Cruisy Area,"on 1-20,15 mi. south",,Cruising Areas,Monahans,TX,1987,checked,,,6/26/2022 11:12pm
5528,'Rest Stop',"Cruisy Area,(AYOR)","on 1-30, 3 mi. W. ",,Cruising Areas,Mount Vernon,TX,1987,checked,,,6/26/2022 11:12pm
5529,'Rest Stop',Cruisy Area,on US 59—10 mi. S.,,Cruising Areas,Nacogdoches,TX,1987,checked,,,6/26/2022 11:12pm
5530,M.C.C.,, (Midland) (915)699-6339,3201 W. Wall,Religious Institution,Midland,TX,1987,,,,6/26/2022 11:13pm
5531,Nite Spot,"(YC),(L),(D),(*)","(Some YC, L) (Disco) (Odessa)",8401 Andrews Hwy.,Bars/Clubs,Odessa,TX,1987,,,,6/26/2022 11:14pm
5532,Adult Book Store,"(F&S),Cruisy Area",,46th & Andrews Hwy.,"Cruising Areas,Book Store",Odessa,TX,1987,checked,,,6/26/2022 11:15pm
5533,Greyhound Bus Depot,Cruisy Area,,,Cruising Areas,Odessa,TX,1987,checked,,,6/26/2022 11:15pm
5534,'Rest Stop',Cruisy Area,on 1-20 nr. Midland,,Cruising Areas,Midland,TX,1987,checked,,,6/26/2022 11:15pm
5535,Phase III,"(L),(*)",(Some L),10 N. Taylor,Bars/Clubs,San Angelo,TX,1987,,,,6/26/2022 11:18pm
5536,Ab's Westernaire,"(PT),(W),(OC),(*)",,622 Roosevelt,Bars/Clubs,San Antonio,TX,1987,,,,6/26/2022 11:18pm
5537,Badlands,"(SM),(PT)",Sun Bar-B-Q-*)(Enter through patio at rear of Snuffy's),,Restaurant,San Antonio,TX,1987,checked,,,6/26/2022 11:19pm
5538,Bonham Exchange,"(*),(S),(E),(YC),(D)",(Super complex—several bars)Bonham Ballroom—upstairs (Disco) (Gameroom)next to the Alamo,411 Bonham,"Cruising Areas,Bars/Clubs",San Antonio,TX,1987,,,,6/26/2022 11:22pm
5539,Club San Antonio,,(Health Club),1802 N. Main St.,Bathhouses,San Antonio,TX,1987,,,,6/26/2022 11:22pm
5540,Copa,"(YC),(D),(S),(E),(AH),(*)",(Disco) (2 bars),1430 N. Main St.,Bars/Clubs,San Antonio,TX,1987,,,,6/26/2022 11:23pm
5541,Crew,,(Downtown types),309 W. Market,Bars/Clubs,San Antonio,TX,1987,,,,6/26/2022 11:23pm
5542,Dignity,,,P.O. Box 12484 S.A. 78212,Religious Institution,San Antonio,TX,1987,checked,,,6/26/2022 11:24pm
5543,Downtown S.A.,(S),(Drags),240 Broadway,Bars/Clubs,San Antonio,TX,1987,,,,6/26/2022 11:24pm
5544,El jardin,(OC),(Some Latins), 106 Navarro,Bars/Clubs,San Antonio,TX,1987,,,,6/26/2022 11:25pm
5545,Emily Morgan Hotel,"(M),(H)",at Alamo,705 E. Houston,Hotel,San Antonio,TX,1987,,,,6/26/2022 11:25pm
5546,Executive Health Club,(H),"(Sauna, etc.) (Some OC) off Broadway",723 Avenue 'B',Hotel,San Antonio,TX,1987,,,,6/26/2022 11:26pm
5547,Galleon,(*),(Some OC)(Good cocktail hr.),320 San Pedro,Cruising Areas,San Antonio,TX,1987,,,,6/26/2022 11:27pm
5548,Gay Switchboard,,(512) 733-7300,,Hotlines,San Antonio,TX,1987,checked,,,7/13/2022 8:51am
5549,Gemini Club,, (Latins) ,504 Pleasanton Rd.,Bars/Clubs,San Antonio,TX,1987,,,,6/26/2022 11:27pm
5550,International News ,,,15230 Hwy. 81S,Book Store,San Antonio,TX,1987,,,,6/26/2022 11:27pm
5551,Jezebel,"(L),(D)",,8755 Wurzbach,Bars/Clubs,San Antonio,TX,1987,,,,6/26/2022 11:28pm
5552,Kevin Wagner's Cards & Gifts,,,1900 San Pedro,Business,San Antonio,TX,1987,,,,6/26/2022 11:28pm
5553,M.C.C. ,,(Inquire locally),,Religious Institution,San Antonio,TX,1987,checked,,,7/13/2022 8:51am
5554,Noo Zoo,,,10127 Coachlight,Bars/Clubs,San Antonio,TX,1987,,,,6/26/2022 11:29pm
5555,On Main,,"(Gifts, etc.)",2514 N. Main,Business,San Antonio,TX,1987,,,,6/26/2022 11:29pm
5556,Papa Bear's ,"(*),(S)",(Sun. brunch) (Patio),3530 N. Broadway,Bars/Clubs,San Antonio,TX,1987,,,,6/26/2022 11:29pm
5557,Parrot Paradise,,(Latins) (Drags),1920 Culebra,Bars/Clubs,San Antonio,TX,1987,,,,6/26/2022 11:30pm
5558,R.C.L.V.,,(Church),130 Melrose PI.,Religious Institution,San Antonio,TX,1987,,,,6/26/2022 11:30pm
5559,Rose,"(L),(D),(PT),(*)",(Disco),4121 Gardendale,Bars/Clubs,San Antonio,TX,1987,,,,6/26/2022 11:31pm
5560,San Antonio Free Clinic,,(Moving),,Health Clinic,San Antonio,TX,1987,checked,,,7/13/2022 8:51am
5561,Silver Dollar,"(C&W),(D),(*)",,1418N. Main,Bars/Clubs,San Antonio,TX,1987,,,,6/26/2022 11:31pm
5562,Snuffy's Saloon ,"(C&W),(PT),(D),(*)",,820 San Pedro,Bars/Clubs,San Antonio,TX,1987,,,,6/26/2022 11:32pm
5563,Strokes,,, 722 San Pedro,Bars/Clubs,San Antonio,TX,1987,,,,6/26/2022 11:32pm
5564,The Calendar,,(Publication),"P.O. Box 15070, S.A. 78212",Publication,San Antonio,TX,1987,checked,,,7/13/2022 8:52am
5565,The Club,"(W),(D),(PT),(*)",(Pation & Pool) (Male strippers),1720 N. Main,Bars/Clubs,San Antonio,TX,1987,,,,6/26/2022 11:33pm
5566,2015 Place,"(*),(D)",(Disco),2015 San Pedro,Bars/Clubs,San Antonio,TX,1987,,,,6/26/2022 11:34pm
5567,Video World,"(F&S),(*)",(Hot back room-F&S*),6724 San Pedro,Business,San Antonio,TX,1987,,,,6/26/2022 11:35pm
5568,Brackenridge Park,"(P),Cruisy Area",Trinity U. Library,,Cruising Areas,San Antonio,TX,1987,checked,,,6/26/2022 11:35pm
5569,Northstar Mall,Cruisy Area,Foley's men's dept.,,Cruising Areas,San Antonio,TX,1987,checked,,,6/26/2022 11:36pm
5570,San Pedro Park,Cruisy Area,,,Cruising Areas,San Antonio,TX,1987,checked,,,6/26/2022 11:36pm
5571,'Rest Stop' ,Cruisy Area,3 mi. N. on 1-35,,Cruising Areas,San Marcos,TX,1987,checked,,,6/26/2022 11:37pm
5572,Charlie's Paradise Bar,"(M),(R)",S. of Causeway nr. Isla Blanca Park,,Restaurant,South Padre Island,TX,1987,checked,,,7/13/2022 8:51am
5573,Jake's Restaurant,(M),,E. Amber Jack,Restaurant,South Padre Island,TX,1987,checked,,,7/13/2022 8:52am
5574,Lyle's Deck,(*),A Guesthouse,120 E. Atol,Bars/Clubs,South Padre Island,TX,1987,,,,6/26/2022 11:47pm
5575,Officers Club ,"(M),(E)",,2300 Padre Blvd.,Bars/Clubs,South Padre Island,TX,1987,,,,6/26/2022 11:47pm
5576,Andy Bowie Beach,Cruisy Area,"(4 mi. N. of Causeway, then take
access road 13 miles N. on beach to Old Steel Gate Rd, leading back—'BA' beach is 1/2 mi. N. (Use 4-wheel drive at high tide.)",,Cruising Areas,South Padre Island,TX,1987,checked,,,6/26/2022 11:48pm
5577,Atol Beach,Cruisy Area,,,Cruising Areas,South Padre Island,TX,1987,checked,,,6/26/2022 11:48pm
5578,Mac's Coney Island Arcade,Cruisy Area,,,Cruising Areas,South Padre Island,TX,1987,checked,,,6/26/2022 11:48pm
5579,'The Jetties',Cruisy Area,"County Park at S. end—Showers, beach, parking lot, etc.",,Cruising Areas,South Padre Island,TX,1987,checked,,,6/26/2022 11:49pm
5580,76 Truck Stop,Cruisy Area,W. on 1-20,,Cruising Areas,Sweetwater,TX,1987,checked,,,6/26/2022 11:51pm
5581,Basetown News,,,108 W. Hwy. 90,Book Store,Temple,TX,1987,,,,6/26/2022 11:54pm
5582,Changes,"(D),(*)",,210 S. Main,Bars/Clubs,Temple,TX,1987,,,,6/26/2022 11:54pm
5583,M.C.C. ,,(512)443-3332,,Religious Institution,Temple,TX,1987,checked,,,7/13/2022 8:51am
5584,M.C.C. of the Pines,,,"P.O. Box 3012, Texarkana 75504",Religious Institution,Texarkana,TX,1987,checked,,,7/13/2022 8:52am
5585,Texarcana Books & News,,,301 Stateline Ave.,Book Store,Texarkana,TX,1987,,,,6/26/2022 11:56pm
5586,Central Mall,Cruisy Area,,,Cruising Areas,Texarkana,TX,1987,checked,,,6/26/2022 11:56pm
5587, 'Rest Stop',Cruisy Area,"Info Booth on 1-30
1/2 mi. W. of State line",,Cruising Areas,Texarkana,TX,1987,checked,,,6/26/2022 11:56pm
5588,Bergfield Park,Cruisy Area,,,Cruising Areas,Tyler,TX,1987,checked,,,6/26/2022 11:57pm
5589,Fun Forest Park,Cruisy Area,(Best nights),,Cruising Areas,Tyler,TX,1987,checked,,,6/26/2022 11:57pm
5590,Adult Book Store,, 1-35 & Lake Brazos,,Book Store,Waco,TX,1987,checked,,,7/13/2022 8:51am
5591,Hush,(L),(Some L),2812 N . 19th St.,Bars/Clubs,Waco,TX,1987,,,,6/26/2022 11:58pm
5592,Tallulah's,,N . 5th at Jefferson,,Bars/Clubs,Waco,TX,1987,checked,,,7/13/2022 9:17am
5593,Lifestyle,(L),(Some L),711 10th St.,Bars/Clubs,Wichita Falls,TX,1987,,,,6/26/2022 11:59pm
5594,Peggy's Place,"(L),(D),(*)",(Some L),703 Travis,Bars/Clubs,Wichita Falls,TX,1987,,,,6/26/2022 11:59pm
5595,Theatre XX,,,613 Indiana,Theatre,Wichita Falls,TX,1987,,,,6/27/2022 12:00am
5596,T.J. Cassidy's ,"(M),(YC),(P)",(Disco)(Cl. Mon. & Tue.)Century Plaza,,Bars/Clubs,Wichita Falls,TX,1987,checked,,,7/13/2022 8:51am
5597,Lucy Park,Cruisy Area,,,Cruising Areas,Wichita Falls,TX,1987,checked,,,6/27/2022 12:01am
5598,'Rest Stop',Cruisy Area,on US 281—5 mi. S.,,Cruising Areas,Wichita Falls,TX,1987,checked,,,6/27/2022 12:01am
5599,'Rest Stop',Cruisy Area,"on US 287,15 mi. W.",,Cruising Areas,Wichita Falls,TX,1987,checked,,,6/27/2022 12:01am
5600,Sike's Center Mall,Cruisy Area,,,Cruising Areas,Wichita Falls,TX,1987,checked,,,6/27/2022 12:01am
5601,'Rest Stop',Cruisy Area,E. of town on Hwy. 89,,Cruising Areas,Logan,UT,1987,checked,,,6/27/2022 12:04am
5602,Blue Horizon,"(D),(L),(S),(*)",(Disco) (Some L),430 25th St.,Bars/Clubs,Ogden,UT,1987,,,,6/27/2022 12:04am
5603,Sambo's,"(M),(R),(C),(AH)",,3670 Washington Blvd.,Restaurant,Ogden,UT,1987,,,,6/27/2022 12:04am
5604,Wall Street Journal,"(*),(W),(PT)",(Patio),1600 Wall St.,"Cruising Areas,Bars/Clubs",Ogden,UT,1987,checked,,An early gay bar in Ogden UT. See https://www.qsaltlake.com/news/2011/02/03/coming-out-a-generation-ago/ for history of the bar and area.,7/13/2022 9:09am
5605,Lorin Farr Park,Cruisy Area,,,Cruising Areas,Ogden,UT,1987,checked,,,6/27/2022 12:06am
5606,Mount Odgen Park,Cruisy Area,,,Cruising Areas,Ogden,UT,1987,checked,,,6/27/2022 12:06am
5607, Pine View Reservoir,Cruisy Area,Cemetery Point,,Cruising Areas,Ogden,UT,1987,checked,,,6/27/2022 12:06am
5608,'The Block',Cruisy Area,N . of 25th on Grant,,Cruising Areas,Ogden,UT,1987,checked,,,6/27/2022 12:06am
5609,25th St.,Cruisy Area,betw. Washington & Wall,,Cruising Areas,Ogden,UT,1987,checked,,,6/27/2022 12:06am
5610,B.Y.U.,Cruisy Area,Richards Bldg,,Cruising Areas,Provo,UT,1987,checked,,,6/27/2022 12:07am
5611,B.Y.U.,Cruisy Area,Sauna,,Cruising Areas,Provo,UT,1987,checked,,,6/27/2022 12:07am
5612,B.Y.U.,Cruisy Area,locker area,,Cruising Areas,Provo,UT,1987,checked,,,6/27/2022 12:07am
5613,B.Y.U.,Cruisy Area,Book Store,,Cruising Areas,Provo,UT,1987,checked,,,6/27/2022 12:07am
5614,B.Y.U.,"(AYOR),Cruisy Area",Smith Field House,,Cruising Areas,Provo,UT,1987,checked,,,6/27/2022 12:08am
5615,Affirmation/Mormons,, (801) 467-0060,,Hotlines,Salt Lake City,UT,1987,checked,,,7/13/2022 8:51am
5616,Backstreet,"(*),(PT),(D),(YC)",(Good days)(Disco in back),108 South 500 West,Bars/Clubs,Salt Lake City,UT,1987,,,,6/27/2022 12:09am
5617,Best Source,, (801) 532-6056 (Publication),,Publication,Salt Lake City,UT,1987,checked,,,6/27/2022 12:10am
5618,Cahoots,,(Gifts & Cards) ,865 East 900 South,Business,Salt Lake City,UT,1987,,,,6/27/2022 12:10am
5619,Club 14,(*),(Baths— No sign) ,1414 West 2nd South,Bathhouses,Salt Lake City,UT,1987,,,,6/27/2022 12:11am
5620,Cosmic Aeroplane,," (Books, etc.)",258 E. 1st South,Book Store,Salt Lake City,UT,1987,,,,6/27/2022 12:11am
5621,Deer Hunter,(PT),,636 South 300 West,Bars/Clubs,Salt Lake City,UT,1987,,,,6/27/2022 12:25am
5622,Dignity,,(Church),1327 E. 2nd So.,Religious Institution,Salt Lake City,UT,1987,,,,6/27/2022 12:25am
5623,Gay Help Line,,(801)533-0927,,Hotlines,Salt Lake City,UT,1987,checked,,,6/27/2022 12:26am
5624,In Between,(PT),,579 West 200 South,Bars/Clubs,Salt Lake City,UT,1987,,,,6/27/2022 12:26am
5625,Jeff's Gym ,(IGHC),,727 W. 17th So.,Bathhouses,Salt Lake City,UT,1987,,,,6/27/2022 12:27am
5626,Knight's Inn,"(H),(B&B)",at 2230 East,2687 South ,Hotel,Salt Lake City,UT,1987,,,,6/27/2022 12:27am
5627,Puss 'n Boots,"(L),(D),(S),(PT)",,996 S. Redwood Rd.,Bars/Clubs,Salt Lake City,UT,1987,,,,6/27/2022 12:29am
5628,R.C. ,"(PT),(WE),(*)",(Can enter thru parking lot in rear),147 S. State St.,Bars/Clubs,Salt Lake City,UT,1987,,,,6/27/2022 12:30am
5629,Rio Grande ,"(M),(R)","Rio Grande R.R. Station, 2nd S. & 5th West",,Restaurant,Salt Lake City,UT,1987,checked,,,7/13/2022 8:51am
5630,Sun,"(P),(D)",(Disco),702 W. 2nd So.,Bars/Clubs,Salt Lake City,UT,1987,,,,6/27/2022 12:31am
5631,Workshop,"(SM),(W)",(Rear of Backstreet),,Bars/Clubs,Salt Lake City,UT,1987,checked,,,7/13/2022 8:51am
5632,Crossroads Mall ,"Cruisy Area,(AYOR)",(afternoons & early eves),,Cruising Areas,Salt Lake City,UT,1987,checked,,,6/27/2022 12:32am
5633,Liberty Park,Cruisy Area,,,Cruising Areas,Salt Lake City,UT,1987,checked,,,6/27/2022 12:32am
5634,U. of Utah,Cruisy Area,Orson Spencer Hall,,Cruising Areas,Salt Lake City,UT,1987,checked,,,6/27/2022 12:32am
5635,Vicinity of Greyhound Bus Depot,Cruisy Area,,,Cruising Areas,Salt Lake City,UT,1987,checked,,,6/27/2022 12:32am
5636,Castella Hot Springs,"(W),(SM),(BA)",(N. side of Hwy.),,Bars/Clubs,Spanish Fork Canyon,UT,1987,checked,,,7/13/2022 9:17am
5637,Adult Books,,(Inquire locally),,Book Store,Barre,VT,1987,checked,,,7/13/2022 8:51am
5638,Colors,"(P),(YC),(L),(*)",(Some L),20 Elliott St.,Bars/Clubs,Brattleboro,VT,1987,,,,6/27/2022 12:36am
5639,Yankee Books,,,12 Elliott St.,Book Store,Brattleboro,VT,1987,,,,6/27/2022 12:36am
5640,Book Stacks,,"(Books, mags, etc.) ",118 Pine St.,Book Store,Burlington,VT,1987,,,,6/27/2022 12:37am
5641,Pearl's ,"(D),(R),(L),(*)",(Some L),135 Pearl St.,Restaurant,Burlington,VT,1987,,,,6/27/2022 12:37am
5642,Battery Park,Cruisy Area,(N. Public Beach),,Cruising Areas,Burlington,VT,1987,checked,,,6/27/2022 12:37am
5643,Main Square,Cruisy Area,opp. Bus Terminal (Late),,Cruising Areas,Burlington,VT,1987,checked,,,6/27/2022 12:38am
5644,Inwood Manor,"(H),(R),(*)","Off Lower Waterford Rd.
(802) 633-4047",,"Hotel,Restaurant",East Barnet,VT,1987,checked,,,7/13/2022 8:51am
5645,Green Hope Farms,(L),(Guest House)(802) 533-7772,,Bars/Clubs,East Hardwick,VT,1987,checked,,,7/13/2022 9:17am
5646,Buttermilk Falls,Cruisy Area,Off Rte. 103 toward Chester,,Cruising Areas,Ludlow,VT,1987,checked,,,6/27/2022 12:39am
5647,Rutland Adult Books,,, 188 S. Main St.,Book Store,Rutland,VT,1987,,,,6/27/2022 12:41am
5648, Bus Terminal,Cruisy Area,,,Cruising Areas,Rutland,VT,1987,checked,,,6/27/2022 12:43am
5649,'Rest Stop',Cruisy Area,N. & S. on Rte. 7 S. of Rte. 103 nr. Clarendon (Days only),,Cruising Areas,Rutland,VT,1987,checked,,,6/27/2022 12:43am
5650,'Rest Stops',Cruisy Area,on 1-91,,Cruising Areas,Springfield,VT,1987,checked,,,6/27/2022 12:43am
5651,Buccaneer Country Lodge,"(*),(H),(B&B),(PT)","Bunkhouse)
(Pool & spa) (802) 253-4772",1390 Mountain Rd.,Hotel,Stowe,VT,1987,,,,6/27/2022 12:44am
5652,Honey Suckle Inn,"(H),(B&B)",(802) 496-6200,,Hotel,Warren,VT,1987,checked,,,7/13/2022 8:51am
5653,'Ruth Ann' Rest Stop,Cruisy Area,"N.E. on 1-81, betw. exits 6 & 7",,Cruising Areas,Abingdon,VA,1987,checked,,,6/27/2022 1:09am
5654,Steak'n'Eggs,"(M),(R),(C),(AH)",Columbia Pike,,Restaurant,Arlington,VA,1987,checked,,,7/13/2022 8:51am
5655,Bell Haven Marina,"Cruisy Area,(AYOR)",(Many arrests),,Cruising Areas,Arlington,VA,1987,checked,,,6/27/2022 1:09am
5656,Iwo Jima Memorial,"Cruisy Area,(AYOR)","wooded area—OK days,
sure suicide nights (AYOR)",,Cruising Areas,Arlington,VA,1987,checked,,,7/13/2022 8:40am
5657,Va. Tech,Cruisy Area,McBride Hall—2nd Floor,,Cruising Areas,Blacksburg,VA,1987,checked,,,6/27/2022 1:10am
5658, Bristol Mall,Cruisy Area,,,Cruising Areas,Bristol,VA,1987,checked,,,6/27/2022 1:11am
5659,Piedmont & James St.,Cruisy Area,,,Cruising Areas,Bristol,VA,1987,checked,,,6/27/2022 1:11am
5660,Va. Welcome Center,Cruisy Area,N. on 1-81,,Cruising Areas,Bristol,VA,1987,checked,,,6/27/2022 1:28am
5661,Gay Helpline,,(Sun.-Thur. 8 -11pm ) (804) 971-4442,,Hotlines,Charlottsville,VA,1987,checked,,,7/13/2022 8:51am
5662,Muldowney's Pub,"(YC),(D),(*)",(Silver Fox),212 Water St.,Bars/Clubs,Charlottsville,VA,1987,,,,6/27/2022 1:28am
5663,Bistro,(M),Holiday Inn,2500 Riverside Dr,Bars/Clubs,Danville,VA,1987,,,,6/27/2022 1:29am
5664,Ballou Park,Cruisy Area,,,Cruising Areas,Danville,VA,1987,checked,,,6/27/2022 1:29am
5665,Main St,Cruisy Area,"In front of Methodist Church &
behind Sears",,Cruising Areas,Danville,VA,1987,checked,,,6/27/2022 1:30am
5666,Piedmont Mall,Cruisy Area, (Upstairs),,Cruising Areas,Danville,VA,1987,checked,,,6/27/2022 1:30am
5667,Penney's,Cruisy Area, (Downstairs),,Cruising Areas,Danville,VA,1987,checked,,,6/27/2022 1:30am
5668,Grandview Shores Beach Park,"(BA),Cruisy Area",Walk past rock mounds to 'BA' Beach,,Cruising Areas,Hampton,VA,1987,checked,,,6/27/2022 1:32am
5669, Blackwater Creek area,Cruisy Area,,,Cruising Areas,Lynchburg,VA,1987,checked,,,6/27/2022 1:32am
5670,Court St. area,Cruisy Area,,,Cruising Areas,Lynchburg,VA,1987,checked,,,6/27/2022 1:32am
5671,River Ridge Mall ,Cruisy Area,Thalhimer's,,Cruising Areas,Lynchburg,VA,1987,checked,,,6/27/2022 1:32am
5672,Boiler Room ,"(SM),(W),(PT),(*)",(Beer) ,111 W. Tazewell,"Cruising Areas,Bars/Clubs",Norfolk,VA,1987,,,,6/27/2022 1:33am
5673,Candlelight,"(M),(R)",,4019 Granby St.,Restaurant,Norfolk,VA,1987,,,,6/27/2022 1:33am
5674,Cue,"(*),(YC),(L),(D),(R),(PT)",(Some L) (Disco),4601 Killam,"Bars/Clubs,Restaurant",Norfolk,VA,1987,,,,6/27/2022 1:34am
5675,Dignity,,(Church) ,"P.O. Box 434, Norfolk, VA 23501",Religious Institution,Norfolk,VA,1987,checked,,,7/13/2022 8:52am
5676,Hershee Bar,"(L),(D)",(Disco),6117 Sewells Pt. Rd.,Bars/Clubs,Norfolk,VA,1987,,,,6/27/2022 1:35am
5677,Late Show ,"(P),(AH),(L),(D),(*)",(Disco) (Some L)(Rear entrance),113 E. Princess Anne Rd.,Bars/Clubs,Norfolk,VA,1987,,,,6/27/2022 1:47am
5678,Oar House ,"(YC),(D),(*)",(Disco) (Rear),4107 Colley Ave.,Bars/Clubs,Norfolk,VA,1987,,,,6/27/2022 1:47am
5679,Our Own Community Press,,(Publication),739 Yarmouth,Publication,Norfolk,VA,1987,,,,6/27/2022 1:48am
5680,Shirley's,"(L),(D),(PT),(C),(R),(AH),(*)","(Also C, R-AH)",811 Colley Ave.,"Restaurant,Bars/Clubs",Norfolk,VA,1987,,,,6/27/2022 1:48am
5681,Steak'n'Eggs,"(M),(R),(C),(AH)",,1200 Colley Ave.,Restaurant,Norfolk,VA,1987,,,,6/27/2022 1:49am
5682,Stella Street,"(M),(E),(R)",,,Restaurant,Norfolk,VA,1987,checked,,,7/13/2022 8:51am
5683,Suddenly Last Summer ,"(M),(R)",, 9225 Granby,Restaurant,Norfolk,VA,1987,,,,6/27/2022 1:49am
5684,Y.M.C.A.,"(M),(H)",(Gym & pool),312 W. Butte St.,"Hotel,Gym",Norfolk,VA,1987,,,,6/27/2022 1:50am
5685,Freemason & surrounding streets,"Cruisy Area,(AYOR)",,,Cruising Areas,Norfolk,VA,1987,checked,,,6/27/2022 1:51am
5686,Ghent Gay Ghetto,Cruisy Area,(around Colley & Princess Anne Rd.),,Cruising Areas,Norfolk,VA,1987,checked,,,6/27/2022 1:51am
5687, Greyhound Depot,Cruisy Area, (Hustlers & Drags),,Cruising Areas,Norfolk,VA,1987,checked,,,6/27/2022 1:51am
5688,Military Circle Mall,Cruisy Area,,,Cruising Areas,Norfolk,VA,1987,checked,,,6/27/2022 1:51am
5689,Ocean View Public Park ,"Cruisy Area,(AYOR)",(Seafood),,Cruising Areas,Norfolk,VA,1987,checked,,,6/27/2022 1:51am
5690,Old Dominion U,Cruisy Area,Fine Arts (First floor),,Cruising Areas,Norfolk,VA,1987,checked,,,6/27/2022 1:52am
5691,Stockley Gardens ,Cruisy Area,"(Ghent area)
Sun. afternoon volleyball",,Cruising Areas,Norfolk,VA,1987,checked,,,6/27/2022 1:52am
5692,Tower Mall,Cruisy Area,,,Cruising Areas,Norfolk,VA,1987,checked,,,6/27/2022 1:52am
5693,Wayside Park,Cruisy Area,S. Military Hwy. (days),,Cruising Areas,Norfolk,VA,1987,checked,,,6/27/2022 1:53am
5694,Charlie's Pizza,"(M),(R)",,1803 S. Crater Rd.,Restaurant,Petersburg,VA,1987,,,,6/27/2022 7:57pm
5695,Man's World Adult Books,,,2101 E. Washington,"Cruising Areas,Book Store",Petersburg,VA,1987,,,,6/27/2022 7:57pm
