ID2,title,streetaddress,description,city,state,amenityfeatures,type,unclear_address,unclear type or question,notes,Year,Last Modified
4970,Condom Nation,626 S. 4th St.,925-7177,Philadelphia,PA,,Bookstores/Retail Shops,,,,1995,3/7/2023 5:58am
4971,Condom Nation,1734 Chestnut St.,563-7811,Philadelphia,PA,,Bookstores/Retail Shops,,,,1995,3/7/2023 5:58am
4972,Giovanni's room,345 S. 12th St.,"923-2960 open 7 days a week, lesbigay/feminist bookstore",Philadelphia,PA,(*),Bookstores/Retail Shops,,,,1995,3/7/2023 5:59am
4973,Step-by-Step,"126 Westchester Pike, Havertown",789-4870 recovery bookstore,Philadelphia,PA,,Bookstores/Retail Shops,,,,1995,3/7/2023 6:00am
4974,Thrift For AIDS,629 South St.,"592-9014, noon-9pm",Philadelphia,PA,,Bookstores/Retail Shops,,,,1995,3/7/2023 6:01am
4975,Lambda Travel,21 S. 5th St. #545,925-3011 ask for Scott,Philadelphia,PA,(IGTA),Travel/Tour Operators,,,,1995,3/7/2023 6:01am
4976,Pennsylvania Bureau of Travel,,(800)VISIT-PA,Philadelphia,PA,,Travel/Tour Operators,checked,,,1995,3/7/2023 6:02am
4977,Sigmund Travel,262 S. 12th St.,735-0090,Philadelphia,PA,(IGTA),Travel/Tour Operators,,,,1995,3/7/2023 6:03am
4978,Twin Travel,1101 Spruce St.,923-2995,Philadelphia,PA,(IGTA),Travel/Tour Operators,,,,1995,3/7/2023 6:03am
4979,Wide World Travel,2248 Cottman Ave.,742-1700/ (800)248-9990 ask for Pat Wilson,Philadelphia,PA,(IGTA),Travel/Tour Operators,,,,1995,3/7/2023 6:04am
4980,Au Courant News Magazine,2124 South St.,790-1179,Philadelphia,PA,,Publications,,,,1995,3/7/2023 6:05am
4981,Bi Focus,"PO Box 30372, 19103",bisexual newsletter,Philadelphia,PA,,Publications,checked,,,1995,3/7/2023 6:06am
4982,"Network, The","2 Julie Drive, Edison, NJ 08820","(908)754-2288, regional, covers central East Coast",Philadelphia,PA,,Publications,,,,1995,3/7/2023 6:07am
4983,Philadelphia Gay News (PGN),254 S. 11th St.,625-8501,Philadelphia,PA,,Publications,,,,1995,3/7/2023 6:07am
4984,Chancellor Athletic Club,1220 Chancellor St.,545-4098 24hrs,Philadelphia,PA,(PC),Men's Clubs,,,,1995,3/7/2023 6:08am
4985,Club Philadelphia,120 S. 13th St.,735-9568 24hrs,Philadelphia,PA,(PC),Men's Clubs,,,,1995,3/7/2023 6:09am
4986,Adonis Cinema Complex,2026 Sansom St.,557-9319,Philadelphia,PA,,Erotica,,,,1995,3/7/2023 6:09am
4987,Arch St. Books,1202 Arch St.,854-9546,Philadelphia,PA,,Erotica,,,,1995,3/7/2023 6:10am
4988,Danny's New Adam & Eve Books,133 S. 13th St.,"925-5041, 24hrs",Philadelphia,PA,,Erotica,,,,1995,3/7/2023 6:11am
4989,Leather Rose,201 S. 13th St.,"985-2344, 11am-9pm, til 3am Fri-Sat",Philadelphia,PA,,Erotica,,,,1995,3/7/2023 6:11am
4990,Pleasure Chest,2039 Walnut St.,"561-7480, clsd Sun-Mon",Philadelphia,PA,,Erotica,,,,1995,3/7/2023 6:12am
4991,Tomcat Bookstore & Cinema,120 S. 13th St.,"985-9725, 24hrs",Philadelphia,PA,,Erotica,,,,1995,3/7/2023 6:12am
4992,Public Park,hiking area off I-81 E. (Exit 34),(AYOR),Pine Grove,PA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,3/7/2023 6:14am
4993,Swatara Falls,,(AYOR),Pine Grove,PA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,3/7/2023 6:14am
4994,AA Gay/Lesbian,,471-7472 (AA#),Pittsburgh,PA,,Info Lines & Services,checked,,,1995,3/7/2023 6:15am
4995,Asians & Friends-Pittsburgh,"PO Box 16455, 15242",681-1556 active social group & newsletter,Pittsburgh,PA,,Info Lines & Services,checked,,,1995,3/7/2023 6:16am
4996,Black & White Men Together (BWMT),"PO Box 8772, 15221",242-7361,Pittsburgh,PA,,Info Lines & Services,checked,,,1995,3/7/2023 6:17am
4997,Community Real Estate Referrals,,(800)346-5592 gay realtor at your service,Pittsburgh,PA,,Info Lines & Services,checked,,,1995,3/7/2023 6:17am
4998,Gay/Lesbian Community Center Phoneline,,"422-0114, 6:30pm-9:30pm, 3pm-6pm Sat, clsd Sun",Pittsburgh,PA,,Info Lines & Services,checked,,,1995,3/7/2023 6:18am
4999,Brewers Hotel,3315 Liberty Ave.,"681-7991 nightly, weekly & monthly rates",Pittsburgh,PA,"(GF),(F)",Accommodations,,,,1995,3/7/2023 6:20am
5000,Camp Davis,"311 Red Brush Rd., Boyers ","637-2402 campground open May-Oct, approx 1 hr from Pittsburgh",Pittsburgh,PA,(WC),Accommodations,,,,1995,3/7/2023 6:22am
5001,"Priory, The",614 Pressley,231-3338 24 room Victorian,Pittsburgh,PA,"(GF),(WC)",Accommodations,,,,1995,3/7/2023 6:22am
5002,4th Ave. Stock Exchange,333 Fourth Ave.,"642-4440 8pm-2am Th-Sun, from 5pm Fri",Pittsburgh,PA,"(GF),D",Bars,,,,1995,3/7/2023 6:23am
5003,Brewery Tavern,(at Brewers Hotel),"10am-2am, from noon Sun",Pittsburgh,PA,"(GF),(F)",Bars,checked,,,1995,3/7/2023 6:24am
5004,Bubba's,"128 E. 8th Ave., Homestead","461-9700 6pm-2am, clsd Sun",Pittsburgh,PA,"(W),(NH)",Bars,,,,1995,3/7/2023 6:25am
5005,C.J. Deighan's,"2506 W. Liberty Ave., Brookline","561-4044 7pm-2am, clsd Sun-Mon, Men's Night Wed",Pittsburgh,PA,"(MW),D,(F),(E),(S),(WC)",Bars,,,,1995,3/7/2023 6:26am
5006,Club Marquis,"798 Penn Ave., Wilkinsburg","247-0455 10pm-2am Th, midnight-5am Fri-Sat",Pittsburgh,PA,"(MW),(MRC-AF)",Bars,,,,1995,3/7/2023 6:27am
5007,Donny's Place,1226 Herron Ave.,"682-9869 5pm-2am, from 3pm Sun",Pittsburgh,PA,"(*),(MW),D,(CW),(F),(E)",Bars,,,,1995,3/7/2023 6:28am
5008,Holiday Bar,4620 Forbes Ave.,"682-8598 4pm-2am, from 2pm wknds",Pittsburgh,PA,"(*),(NH)",Bars,,,,1995,3/7/2023 6:29am
5009,House of Tilden,941 Liberty Ave. (2nd flr.),391-0804 10pm-3am,Pittsburgh,PA,"(MW),D,(PC)",Bars,,,,1995,3/7/2023 6:29am
5010,Images,965 Liberty Ave.,391-9990 5pm-2am clsd Sun,Pittsburgh,PA,"(M),(K),(V)",Bars,,,,1995,3/7/2023 6:30am
5011,Jazi's,1241 Western Ave.,323-2721 7pm-2am,Pittsburgh,PA,D,Bars,,,,1995,3/7/2023 6:31am
5012,Metropol,1600 Smallman St.,"261-2221 8pm-2am Th-Sun, more gay Th",Pittsburgh,PA,"(*),(GF),D,(A),(E),(WC)",Bars,,,,1995,3/7/2023 6:31am
5013,"New York, New York",5801 Ellsworth Ave.,"661-5600 4pm-2am, from 11am Sun, piano bar, live jazz",Pittsburgh,PA,"(*),(F)",Bars,,,,1995,3/7/2023 6:32am
5014,Pegasus Lounge,818 Liberty Ave.,"281-2131 4pm-2am, from 8pm Sat, clsd Sun",Pittsburgh,PA,"(*),D,(S),(YC)",Bars,,,,1995,3/7/2023 6:33am
5015,Pittsburgh Eagle,,"grand opening Summer '94, inquire locally for details",Pittsburgh,PA,,Bars,checked,,,1995,3/7/2023 6:34am
5016,Real Luck Cafe,1519 Penn Ave.,566-8988 3pm-2am,Pittsburgh,PA,"(MW),(NH),D,(F),(WC)",Bars,,,,1995,3/7/2023 6:35am
5017,Rosebud,1650 Smallman St.,261-2221 3pm-1am,Pittsburgh,PA,(WC),Restaurants & Cafes,,,,1995,3/7/2023 6:35am
5018,"Bookstall, The",3604 5th Ave.,"683-2644, 9:30am-5:30pm, clsd Sun",Pittsburgh,PA,,Bookstores/Retail Shops,,,,1995,3/7/2023 6:36am
5019,Essex,122 Meyran Ave.,"681-1944, 9:30am-5:30pm, clsd Sun",Pittsburgh,PA,,Bookstores/Retail Shops,,,,1995,3/7/2023 6:37am
5020,Slacker,1321 E. Carson St.,"381-3911, noon-10pm, til 7pm Sun, books, magazines, clothing, leather & piercings",Pittsburgh,PA,,Bookstores/Retail Shops,,,,1995,3/7/2023 6:38am
5021,St. Elmo's Books & Music,2214 E. Carson St.,"431-9100, 10am-9pm, til 5pm Sun",Pittsburgh,PA,,Bookstores/Retail Shops,,,,1995,3/7/2023 6:39am
5022,Alternative Travels,900 Penn Ave.,279-8595,Pittsburgh,PA,(IGTA),Travel/Tour Operators,,,,1995,3/7/2023 6:40am
5023,Morgan Delfosse Travel,,372-1846/ (800)538-2617,Pittsburgh,PA,(IGTA),Travel/Tour Operators,checked,,,1995,3/7/2023 6:40am
5024,Pittsburgh Travel Service,Station Square,471-7417,Pittsburgh,PA,(IGTA),Travel/Tour Operators,checked,,,1995,3/7/2023 6:41am
5025,Turkaly & Associates/Classic Travel,1319 Boyle St.,322-1696/ 321-5700,Pittsburgh,PA,(IGTA),Travel/Tour Operators,,,,1995,3/7/2023 6:42am
5026,Out,747 South Ave.,243-3350,Pittsburgh,PA,,Publications,,,,1995,3/7/2023 6:43am
5027,Arena Health Club,2025 Forbes Ave.,471-8548 24hrs,Pittsburgh,PA,"(*),(SW),(PC)",Men's Clubs,,,,1995,3/7/2023 6:44am
5028,Boulevard Videos & Magazines,346 Blvd. of the Allies,"261-9119, 24hrs",Pittsburgh,PA,,Erotica,,,,1995,3/7/2023 6:45am
5029,Golden Triangle News,816 Liberty Ave.,"765-3790, 24hrs",Pittsburgh,PA,,Erotica,,,,1995,3/7/2023 6:45am
5030,Rainbow Mountain Resort,,see E. Stroudsburg listings,Pocono Mts.,PA,,Accommodations,checked,,,1995,3/7/2023 6:52am
5031,Adult World,80 S. West End Blvd. (Rte. 309),538-1522,Quakerstown,PA,,Erotica,,,,1995,3/7/2023 6:53am
5032,Gays/Lesbians of Reading & Allentown (GLORA),"PO Box 1952, Allentown, 18105",868-7183 social org. & newsletter,Reading,PA,,Info Lines & Services,checked,,,1995,3/7/2023 6:55am
5033,Red Star,11 S. 10th St.,"375-4116 5pm-2am from 8pm Tues, clsd Mon, patio",Reading,PA,"(*),D,(F),(OC)",Bars,,,,1995,3/7/2023 6:55am
5034,Scarab,724 Franklin,"375-7878 8pm-2am, clsd Sun",Reading,PA,"(*),D,(YC)",Bars,,,,1995,3/7/2023 6:56am
5035,Marylou's,124 N. 4th St.,"376-1316, clsd Sun, Italian cuisine",Reading,PA,,Restaurants & Cafes,,,,1995,3/7/2023 6:57am
5036,Brady's Run Park,,(AYOR),Rochester,PA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,3/7/2023 6:58am
5037,"Bell, Book & Candle Group (AA)",St. Luke's Church on Wyoming Ave.,8:30pm Tues,Scranton,PA,,Info Lines & Services,checked,,,1995,3/7/2023 6:59am
5038,Hillside Campgrounds,,"756-2007 all-male campground, disco Fri-Sat, seasonal",Scranton,PA,"D,(SW)",Accommodations,checked,,,1995,3/7/2023 7:00am
5039,Silhouette Lounge,523 Linden St.,"344-4259 10am-2am, clsd Sun",Scranton,PA,"(NH),(L),(WC)",Bars,,,,1995,3/7/2023 7:01am
5040,Thunders,222 Wyoming Ave.,"961-9322 9pm-2am, from 5pm Fri-Sat",Scranton,PA,"(MW),D,(F),(E)",Bars,,,,1995,3/7/2023 7:01am
5041,Archibald State Park,"(Enyon, PA)",,Scranton,PA,Cruisy Area,Cruising Areas,checked,,,1995,3/7/2023 7:02am
5042,Court House Square,,(AYOR),Scranton,PA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,3/7/2023 7:02am
5043,Gay/Lesbian Switchboard,,"237-1950, 6pm-9pm",State College,PA,,Info Lines & Services,checked,,,1995,3/7/2023 7:04am
5044,Chumley's,108 W. College,"238-4446 4pm-2am, from 6pm Sun",State College,PA,"(*),(WC)",Bars,,,,1995,3/7/2023 7:04am
5045,Players,112 W. College,"234-1031 7pm-2am, gay Sun only",State College,PA,"(GF),D,(V),(YC)",Bars,,,,1995,3/7/2023 7:05am
5046,"""The Wall""",100 blk. of College Ave.,(AYOR),State College,PA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,3/7/2023 7:06am
5047,Market St. & Park,(downtown),,Sunbury,PA,Cruisy Area,Cruising Areas,checked,,,1995,3/7/2023 7:06am
5048,Shikellamy State Park,,(AYOR),Sunbury,PA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,3/7/2023 7:07am
5049,Betzwood Park,,(AYOR),Valley Forge,PA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,3/7/2023 7:09am
5050,Court House Wall,,(late night),West Chester,PA,Cruisy Area,Cruising Areas,checked,,,1995,3/7/2023 7:09am
5051,Coming Home Group (AA),97 S. Franklin Blvd. (Pres. Church),8:30pm Fri,Wilkes-Barre,PA,,Info Lines & Services,checked,,,1995,3/7/2023 7:11am
5052,Greyoaks Bead & Breakfast,298 E. South St.,"829-7097 Victorian w/spa, tanning bed & exercise room",Wilkes-Barre,PA,,Accommodations,,,,1995,3/7/2023 7:12am
5053,Rumors Lounge,315 Fox Ridge Plaza,"825-7300 5pm-2am, from 8pm Mon-Tues",Wilkes-Barre,PA,"(*),(MW),D,(F),(WC)",Bars,,,,1995,3/7/2023 7:13am
5054,Selections,"45 Public Square, Wilkes-Barre Center","829-4444 5pm-2am, piano bar",Wilkes-Barre,PA,"(*),(MW),D,(F),(E),(WC)",Bars,,,,1995,3/7/2023 7:14am
5055,"Vaudvilla, The","465 Main St., Kingston","287-9250 9pm-2am, clsd Sun",Wilkes-Barre,PA,"(*),(MW),D,(S),(V)",Bars,,,,1995,3/7/2023 7:15am
5056,"Court, The",320 Court St.,"326-3611 4pm-2am, clsd Sun",Williamsport,PA,"(MW),(NH)",Bars,,,,1995,3/7/2023 7:15am
5057,Scenic overlook,3 mi. S. on Rte. 15 N.,(AYOR),Williamsport,PA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,3/7/2023 7:17am
5058,York Area Lambda,,848-9142/ 292-1665 lesbigay social/ educational org.,York,PA,,Info Lines & Services,checked,,,1995,3/7/2023 7:18am
5059,Atland's Ranch,"Rd. 4, Spring Grove",777-4479 8pm-2am Fri-Sat only,York,PA,"(*),(MW),D,(E),(YC)",Bars,checked,,,1995,3/7/2023 7:19am
5060,Fourteen Karat,659 W. Market St.,"843-9159 7pm-2am, clsd Sun (DJ Fri & alternate Sat)",York,PA,(NH),Bars,,,,1995,3/7/2023 7:20am
5061,MacKley's Mill,305 S. Broad St.,"757-6778 lunch & dinner Tues-Sat, dance bar Sun (call for hours)",York,PA,(MW),Bars,,,,1995,3/7/2023 7:22am
5062,Cupid's Connection Adult Boutique,244 N. George St.,846-5029,York,PA,,Erotica,,,,1995,3/7/2023 7:22am
5063,Swingers Books,226 W. Market St.,845-9803,York,PA,,Erotica,,,,1995,3/7/2023 7:23am
5064,Johnston Video Expo,1530 Hartford Ave.,727-0475,Johnston,RI,,Erotica,,,,1995,3/7/2023 7:25am
5065,Brinley Victorian Inn,23 Brinley St.,"849-7645 close to beach, charming New England Victorian; lesbian following",Newport,RI,(GF),Accommodations,,,,1995,3/7/2023 7:26am
5066,Hydrangea House of Newport,16 Bellevue Ave.,"846-4435/ (800)945-4667 B&B nr. beach, full brkfst, non-smoking",Newport,RI,"(MW),(IGTA)",Accommodations,,,,1995,3/7/2023 7:27am
5067,"Melville House, The",39 Clark St.,847-0640,Newport,RI,(MW),Accommodations,,,,1995,3/7/2023 7:28am
5068,David's,28 Prospect Hill St.,"847-9698 5pm-1am, from 2pm Fri-Sat",Newport,RI,"(*),(MW),(NH),D",Bars,,,,1995,3/7/2023 7:29am
5069,Raffles,3 Farewell St.,847-9663 9pm-1am,Newport,RI,"(*),D",Bars,,,,1995,3/7/2023 7:30am
5070,"""First Beach""",in front of concession stand,,Newport,RI,Cruisy Area,Cruising Areas,checked,,,1995,3/7/2023 7:31am
5071,"Purgatory Chasm, Tuckerman Ave.",(Middletown),,Newport,RI,Cruisy Area,Cruising Areas,checked,,,1995,3/7/2023 7:32am
5072,Video Expo,6774 Post Rd.,885-0209,North Kingstown,RI,,Erotica,,,,1995,3/7/2023 7:32am
5073,4 Seasons Travel,47 John St.,722-5888,Pawtucket,RI,(IGTA),Travel/Tour Operators,,,,1995,3/7/2023 7:33am
5074,AA Gay/Lesbian,,438-8860 (AA#) call for various mtgs.,Providence,RI,,Info Lines & Services,checked,,,1995,3/7/2023 7:35am
5075,Gay/Lesbian Helpline of Rhode Island,,"751-3322, 7pm-11pm",Providence,RI,,Info Lines & Services,checked,,,1995,3/7/2023 7:35am
5076,Lesbian/Gay & Bisexual Alliance,"PO Box 1930, SAO, Brown University, 02912",863-3062,Providence,RI,,Info Lines & Services,checked,,,1995,3/7/2023 7:36am
5077,Rhode Island Gay/Lesbian Youth (RIGLY),"PO Box 50, Annex Stn., 02903",751-3322 (helpline #),Providence,RI,,Info Lines & Services,checked,,,1995,3/7/2023 7:37am
5078,Club In Town,95 Eddy St.,"751-0020 noon-1am, til 2am Fri-Sat, piano bar",Providence,RI,"(*),(E),(V)",Bars,,,,1995,3/7/2023 7:38am
5079,Devilles,10 Davol Sq. (Simmons Bldg.),"751-7166 opens 4pm, from 6pm wknds, clsd Mon",Providence,RI,"(W),(NH),D,(F),(WC)",Bars,,,,1995,3/7/2023 7:40am
5080,Fan Club Restaurant & Bar,220 Weybosset St.,"331-0441 4pm-midnight, clsd Mon",Providence,RI,"(*),(MW),(V),(WC)",Bars,,,,1995,3/7/2023 7:41am
5081,Galaxy,123 Empire St.,"831-9206 noon-1am, til 2am Fri-Sat, CW Th",Providence,RI,"(*),D,(L),(K),(S),(V),(WC)",Bars,,,,1995,3/7/2023 7:42am
5082,Generation X,235 Promenade St.,521-7110 9pm-2am Wed-Sun,Providence,RI,"(*),(MW),D,(A)",Bars,,,,1995,3/7/2023 7:42am
5083,Gerardo's,1 Franklin Square,"274-5560 4pm-1am, til 2am Fri-Sat",Providence,RI,"(MW),D,(E),(WC)",Bars,,,,1995,3/7/2023 7:43am
5084,Tramps Show Lounge,70 Snow St.,"421-8688 4pm-1am, til 2am Fri-Sat",Providence,RI,(S),Bars,,,,1995,3/7/2023 7:44am
5085,Union Street Station,69 Union St.,331-2291 noon-1am,Providence,RI,"(MW),D,(S)",Bars,,,,1995,3/7/2023 7:44am
5086,Yukon Trading Co.,124 Snow St.,"274-6620 5pm-1am, til 2am Fri-Sat",Providence,RI,"(*),D,(L)",Bars,,,,1995,3/7/2023 7:45am
5087,Al Forno,577 S. Main St.,273-9760 Little Rhody's best dining experience,Providence,RI,(*),Restaurants & Cafes,,,,1995,3/7/2023 7:46am
5088,Fountain Royale,1910 Westminster,272-3636 coffee shop,Providence,RI,(*),Restaurants & Cafes,,,,1995,3/7/2023 7:47am
5089,Rue De L'Espoir,99 Hope St.,"751-8890 11:30am-2:30pm, dinner from 5pm, clsd Mon, full bar",Providence,RI,(*),Restaurants & Cafes,,,,1995,3/7/2023 7:48am
5090,Troye's Southwestern Grill,404 Wickenden St.,"861-1430 6pm-10pm, Sun brunch, clsd Mon",Providence,RI,(BYOB),Restaurants & Cafes,,,,1995,3/7/2023 7:48am
5091,Temptation Tours,"PO Box 14302, 02914",438-4812,Providence,RI,,Travel/Tour Operators,checked,,,1995,3/7/2023 7:50am
5092,Tri-Travel,2 Charles St.,272-2990/(800)842-33115 ask for Roger,Providence,RI,(IGTA),Travel/Tour Operators,,,,1995,3/7/2023 7:50am
5093,Club Body Center,257 Weybosset,"274-0298 24hrs, spa",Providence,RI,(PC),Men's Clubs,,,,1995,3/7/2023 7:50am
5094,Back Street Video,112 Mathewson,521-7905,Providence,RI,,Erotica,,,,1995,3/7/2023 7:51am
5095,Corner Book,1954 Westminster,861-0739,Providence,RI,,Erotica,,,,1995,3/7/2023 7:52am
5096,Upstairs Bookshop,206 Washington,272-3139,Providence,RI,,Erotica,,,,1995,3/7/2023 7:52am
5097,Video Expo,75 Empire St.,274-4477,Providence,RI,,Erotica,,,,1995,3/7/2023 7:53am
5098,State House,,(nights) (AYOR),Providence,RI,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,3/7/2023 7:53am
5099,Video Expo,2318 Post Rd.,739-3080,Warwick,RI,,Erotica,,,,1995,3/7/2023 7:54am
5100,"Villa, The",190 Shore Rd.,"596-1054/ (800)722-9240 B&B, jacuzzi, fireplaces, close to beaches",Westerly,RI,"(GF),(SW)",Accommodations,,,,1995,3/7/2023 7:56am
5101,Misquamicut St. Beach,,(AYOR),Westerly,RI,"Cruisy Area,(N),(AYOR)",Cruising Areas,checked,,,1995,3/7/2023 7:57am
5102,Kings & Queens,285 Front St.,"762-9538 7pm-1am, til 2am Fri-Sat",Woonsocket,RI,"(MW),(NH),D",Bars,,,,1995,3/7/2023 7:58am
5103,Acceptance Group (Gay AA),St. Stephen's Episcopal (Anson St.),"762-2433, 8pm Tues & 6:30pm Sat; MCC 8pm Th",Charleston,SC,,Info Lines & Services,checked,,,1995,3/7/2023 8:00am
5104,Community Real Estate Referrals,,(800)346-5592 gay realtor at your service,Charleston,SC,,Info Lines & Services,checked,,,1995,3/7/2023 8:01am
5105,Lowcountry Gay/Lesbian Alliance (LGLA),"PO Box 98, 29402",881-0129,Charleston,SC,,Info Lines & Services,checked,,,1995,3/7/2023 8:02am
5106,"""1854""",34 Montagu St.,"723-4789 B&B in historic district, 2 stes. w/full kitchens",Charleston,SC,"(MW),(IGTA)",Accommodations,,,,1995,3/7/2023 8:04am
5107,Charleston Beach B&B,"118 W. Arctic Ave., Folly Beach","588-9443 full brkfst, 8 person spa, Sun BBQ",Charleston,SC,"(MW),(SW),(N)",Accommodations,,,,1995,3/7/2023 8:05am
5108,Charleston Columns,8 Vanderhorst St.,"722-7341 guesthouse in historic district, 1 deluxe suite & 2 doubles, off-street parking",Charleston,SC,(MW),Accommodations,,,,1995,3/7/2023 8:07am
5109,Happy Landing,,"722-5990 rustic log cabin, sleeps 6, close to beach",Charleston,SC,"(*),(GF),(SW)",Accommodations,checked,,,1995,3/7/2023 8:08am
5110,"Dudley's, Inc.",346 King St.,"723-2784 4pm-2am, from 2pm Sun",Charleston,SC,"(*),(NH),(PC)",Bars,,,,1995,3/7/2023 8:09am
5111,"Treehouse, The",348-A King St.,"(also entrance off George St.) 723-9945 4 flrs: 1st flr. sports bar 5pm-2am, upstairs from 10pm",Charleston,SC,"(GF),D,(A),(S)",Bars,,,,1995,3/7/2023 8:10am
5112,"Front Page, The","PO Box 27928, Raleigh, NC 27611",(919)829-0181,Charleston,SC,,Publications,checked,,,1995,3/7/2023 8:11am
5113,Q-Notes,"PO Box 221841, Charlotte, NC 28222",(704)531-9988,Charleston,SC,,Publications,checked,,,1995,3/7/2023 8:12am
5114,Big Jim's,"2070 Harley Ave., N Charleston","744-5380, 24hrs",Charleston,SC,,Erotica,,,,1995,3/9/2023 4:44am
5115,Folly Beach,,,Charleston,SC,Cruisy Area,Cruising Areas,checked,,,1995,3/9/2023 4:44am
5116,Whitepoint Gardens,The Battery,,Charleston,SC,Cruisy Area,Cruising Areas,checked,,,1995,3/9/2023 4:45am
5117,AA Gay/Lesbian,,254-5301 (AA#),Charleston,SC,,Info Lines & Services,checked,,,1995,3/9/2023 4:46am
5118,Community Real Estate Referrals,,(800)346-5592 gay realtor at your service,Charleston,SC,,Info Lines & Services,checked,,,1995,3/9/2023 4:47am
5119,South Carolina Gay/Lesbian Info & Referral Line,,"771-7713, 24hr message",Charleston,SC,,Info Lines & Services,checked,,,1995,3/9/2023 4:47am
5120,Affairs,712 Huger St.,"779-4321 5pm-2am (some after hours), patio",Charleston,SC,(NH),Bars,,,,1995,3/9/2023 4:48am
5121,Candy Shop,1903 Two Notch Rd.,,Charleston,SC,"D,(MRC-AF),(PC)",Bars,,,,1995,3/9/2023 4:49am
5122,Capital Club,1002 Gervais St.,256-6464 5pm-2am,Charleston,SC,"(NH),(P),(PC),(WC)",Bars,,,,1995,3/9/2023 4:50am
5123,Edge,1801 Main St.,"252-2365 8pm-?, clsd Mon-Tues",Charleston,SC,"(MW),D,(E),(S),(PC)",Bars,,,,1995,3/9/2023 4:51am
5124,Little Rascals,1109 Assembly,"771-0121 5pm-?, til 2am wknds, strip bar wknds",Charleston,SC,"(NH),(S),(PC)",Bars,,,,1995,3/9/2023 4:51am
5125,Shandon Club,2406 Divine St.,"771-0339 5pm-2am, piano bar & lounge",Charleston,SC,"(MW),(P),(E),(PC),(WC)",Bars,,,,1995,3/9/2023 4:52am
5126,Traxx,416 Lincoln St.,256-1084 4pm-?,Charleston,SC,"(W),D,(E),(PC),(WC)",Bars,,,,1995,3/9/2023 4:53am
5127,Bluestocking Books,829 Gervais St.,"929-0114, 10am-6pm, from 1:30pm, Sun, lesbigay-feminist",Charleston,SC,,Bookstores/Retail Shops,,,,1995,3/9/2023 4:54am
5128,South Carolina Division of Tourism,,734-0235,Charleston,SC,,Travel/Tour Operators,checked,,,1995,3/9/2023 4:55am
5129,Video Magic,5445 Two Notch Rd.,786-8125 clsd Sun,Charleston,SC,,Erotica,,,,1995,3/9/2023 4:56am
5130,Lake Murray Dam,,,Charleston,SC,Cruisy Area,Cruising Areas,checked,,,1995,3/9/2023 4:56am
5131,Zippers,3027 E. Palmetto St.,"679-3289 9pm-2am Wed, Th & Sat, til 6am Fri",Florence,SC,"(MW),D,(S),(PC),(WC)",Bars,,,,1995,3/9/2023 4:57am
5132,Timrod Park,,,Florence,SC,Cruisy Area,Cruising Areas,checked,,,1995,3/9/2023 4:58am
5133,"Castle, The",8 Le Grand Blvd.,"235-9949 8pm-4am, 6pm-3am Sun",Greenville,SC,"(*),(MW),D,(S),(V),(YC),(PC),(WC)",Bars,,,,1995,3/9/2023 4:59am
5134,New Attitude,706 W. Washington St.,233-1387 10pm-? wknds,Greenville,SC,"(*),(MW),D,(MRC-AF)",Bars,,,,1995,3/9/2023 5:00am
5135,"Breezeway, The",,"458-8328, 5pm-midnight, clsd Mon",Greenville,SC,,Restaurants & Cafes,checked,,,1995,3/9/2023 5:01am
5136,Avalon,3715 E. North St.,"268-7331, 11am-6pm, noon-5pm Sat, clsd Sun, bookstore w/ lesbigay books, gifts & T-shirts",Greenville,SC,,Bookstores/Retail Shops,,,,1995,3/9/2023 5:02am
5137,Community Real Estate Referrals,,(800)346-5592 gay realtor at your service,Hilton Head,SC,,Info Lines & Services,checked,,,1995,3/9/2023 5:03am
5138,Moon Jammers,"1 Heritage Plaza, Pope Ave.",842-9195 8pm-2am,Hilton Head,SC,"(MW),(NH),D,(A),(S),(PC),(WC)",Bars,,,,1995,3/9/2023 5:04am
5139,Illusions & Amnesia,1012 S. Kings Hwy.,448-0421/9911 10pm-?,Myrtle Beach,SC,"(MW),D,(S)",Bars,,,,1995,3/9/2023 5:05am
5140,Time Out,520 8th Ave. N.,"448-1180 5pm-?, til 2am Sat",Myrtle Beach,SC,"(*),(NH),D,(WC)",Bars,,,,1995,3/9/2023 5:06am
5141,Big Six Video & Books,1474 W. Hwy. 501,"946-9411, 24hrs",Myrtle Beach,SC,,Erotica,,,,1995,3/9/2023 5:07am
5142,Maxwell's (24 Hour Extra News & Video),2027 Hwy. 501,626-3140,Myrtle Beach,SC,,Erotica,,,,1995,3/9/2023 5:08am
5143,Beach,at 82nd Ave.,,Myrtle Beach,SC,Cruisy Area,Cruising Areas,checked,,,1995,3/9/2023 5:09am
5144,Hurl Rock Park,at 20th Ave. S.,,Myrtle Beach,SC,Cruisy Area,Cruising Areas,checked,,,1995,3/9/2023 5:09am
